Complaint;Date;Status;ComplaintType;Report_name
21. Complaint of Smt. K. Chaudhuri, Commissioner (Family Welfare) Govt. of West Bengal against Ananda Bazar Patrika, Calcutta;November 15, 1996;Censured;Principles and Publications;AnnualReport1997
22. Complaint of Shri P.K. Singh, Sub-Divisional Officer, Araria, against Yuwa Prayas, Hindi Weekly, Araria, Bihar;November 15, 1996;Upheld (Reprimanded);Principles and Publications;AnnualReport1997
23. Complaint of Dr. J.N. Pandeya, Director General, Indian Association of Child & Women Relief, Govt. of India, Ministry of Health & Family Welfare, Lucknow against Asian Message;November 15, 1996;Upheld (Reprimanded);Principles and Publications;AnnualReport1997
24.;Complaint of the President, Yarn Mill Mazdoor Morcha, Band, UP against The Editor, Dainik Jagran, Kanpur (UP);Dismissed for non-prosecution;Principles and Publications;AnnualReport1997
25.;Complaint of Shri M.R. Anwar against Dainik Navbharat, Bhopal;Warned;Principles and Publications;AnnualReport1997
26.Complaint of Shri Ramesh Chandra, Scientist-D Jodhpur against Dainik Amar Ujala, Bareilly;Upheld (Reprimanded)(b) Complaint of Shri Ramesh Chandra, Scientist-D, Jodhpur against Dainik Jagran;(c) Complaint of Shri Ramesh Chandra, Scientist-D, Jodhpur against Dainik Vishwa Manav and Shri Anuj Saxena, Press Reporter, Bareilly;Principles and Publications;AnnualReport1997
27.Complaint of Shri Bhajan Lal, Ex-Chief Minister of Haryana against Rashtriya Sahara;March 17, 1997;Sub-judice;Principles and Publications;AnnualReport1997
28. Complaint of Shri Gopalji Rai, Journalist Delhi against Chief Editor, Qamar Express and Rashtriya Nirvivad;March 17, 1997 ;Censured;Principles and Publications;AnnualReport1997
29. Complaint of the Director, Public Rela-tions, Punjab State Electricity Board, Patiala against Kalinga Bharti, Bhubaneshwar;March 17, 1997;Admonished;Principles and Publications;AnnualReport1997
30. Complaint of the Superintendent of Police, Kota against Akshar ki Awaz;March 17, 1997;Censured;Principles and Publications;AnnualReport1997
31. Complaint of Shri Khetpal Soni, Chief Editor, Seema Aur Sandesh, Hanumangarh against Seema Sandesh, Sriganganagar;March 17, 1997;Directions to RNI;Principles and Publications;AnnualReport1997
32. Complaint of Shri Ram Krishan Gupta, President JVMGRR College, Bhiwani against Nav Bharat Times;Dismissed on merits;(b) Complaint of Shri Ram Krishan Gupta, President, JVMGRR College, Bhiwani against Hindustan Times;Principles and Publications;AnnualReport1997
33. Complaint of Dr. V.B. Chauhan, Principal Meerut College, Meerut against Amar Ujala;Dismissed on merits;Warned;Principles and Publications;AnnualReport1997
34. Complaint of Shri Ganga Ram, District Magistrate, Agra against Sandhya Dainik Ujala, Agra;Dismissed on merits;Censured;Principles and Publications;AnnualReport1997
35. Complaint of Shri M. Rabey Hasani Nadwi, Principal, Media Research Centre,;Lucknow against Panch Janya, New Delhi;Settled;Principles and Publications;AnnualReport1997
36.Complaint of Shri Bharat singh, Ex-MLA and Member of District Executive of BJP, Kotdwar, Garhwal (UP) against Dainik Jagran, Meerut;Lucknow against Panch Janya, New Delhi;Settled;Principles and Publications;AnnualReport1997
37. Complaint of Shri Viresh Kumar, District Magistrate, Mau against Nishpaksha Samachar Jyoti, Varanasi, UP;Lucknow against Panch Janya, New Delhi;Admonished;Principles and Publications;AnnualReport1997
38. Complaint of Shri S. Chaturvedi, Vice-President, (Corporate Affairs) Som Distilleries Limited. Bhopal against Blitz Weekly, Mumbai;Lucknow against Panch Janya, New Delhi;Dismissed on merits;Principles and Publications;AnnualReport1997
39. Complaint of Shri J.C. Gultai, General Manager, Bank Note Press. Dewas against Editor, Chautha Sansar, Indore;Lucknow against Panch Janya, New Delhi;Dismissed on merits;Principles and Publications;AnnualReport1997
40. Complaint of Shri Harishankar Nigam, Correspondent. Deshbandhu, Raipur against Dainik Bhaskar. Raipur;Lucknow against Panch Janya, New Delhi;Reprimanded;Principles and Publications;AnnualReport1997
41.Complaint of the President. Shikshak Sangh, Bhagat Singh Shaskiya Snatakotar Mahavidhayalaya, Jawara. District Ratlam, MP, against Chautha Sansar, Daily, Indore;Lucknow against Panch Janya, New Delhi;Closed with directions;Principles and Publications;AnnualReport1997
42. Complaint of the Chief Executive, Machine Tool Aids & Reconditioning, Hyderabad against Indian Express.;Lucknow against Panch Janya, New Delhi;Censured;Principles and Publications;AnnualReport1997
43.Complaint of Shri A.T.M. Rangrama-nujam, Hyderabad against Eenadu;Lucknow against Panch Janya, New Delhi;Censured;Principles and Publications;AnnualReport1997
44. Complaint of Shri Ramoji Rao, Chief Editor, Eenadu and Newstime, Hyderabad against Andhra Bhoomi, Secunderabad;Lucknow against Panch Janya, New Delhi;Disapproval upheld;Principles and Publications;AnnualReport1997
45. Complaint of Shri Dev Savroop, Joint Secretary, Home Ministry, Rajbhasha Department, Government of India, New Delhi against Rashtriya Sahara, Lucknow;June 28, 1996;Warned;Press and Defamation;AnnualReport1997
46. Complaint of Shri Rajpal Singh, Convener and Executive Engineer, Underground Water Department, Roorkee against Rashtriya Sahara, New Delhi;June 28, 1996;Reprimanded;Press and Defamation;AnnualReport1997
47. Complaint of Shri D.K. Verma, Siwani, Madhya Pradesh against Jabalpur Express, Jabalpur;June 28, 1996;Reprimanded;Press and Defamation;AnnualReport1997
48. Complaint of Shri Ramcharan Singh, Manager, Sardar Patel Inter-College, Mirzapur against Swatantra Bharat, Varanasi;June 28, 1996;Reprimanded;Press and Defamation;AnnualReport1997
49. Complaint of Smt. Rathna Kumari, Assistant Director, Directorate of Translation, Bangalore against Editor, Kannada Gangotri, Bangalore;June 28, 1996;Sub-judice;Press and Defamation;AnnualReport1997
50. Complaint of Shri Latifur Rahman, Jamshedpur against Sandhya Avenue Mail, Jamshedpur;June 28, 1996;Reprimanded;Press and Defamation;AnnualReport1997
51.Complaint of Dr. (Mrs.) V.B. Rastogi of New Delhi against Mid Day;June 28, 1996;Reprimanded;Press and Defamation;AnnualReport1997
52.Complaint of Shri Mahendra Kumar, proprietor, Shankar Namkeen Bhandar, Saharanpur against weekly Chhintey Aur Baucharein, Saharanpur;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
53.Complaint of Shri Mahendra Kumar, Proprietor, Shankar Namkeen Bhandar, Saharanpur against Chhintey Aur Baucharein, Saharanpur;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
54.Complaint of Shri Mahendra Kumar, Proprietor, Shankar Namkeen Bhandar, Saharanpur against Chhintey Aur Baucharein, Saharanpur;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
55. Complaint of Shri Ravi Nair, Executive Director, South Asia Human Rights Documentation Centre against Observer of Business and Politics, New Delhi;June 28, 1996;Dismissed for lack of subs-tance;Press and Defamation;AnnualReport1997
56. Complaint of Mrs. Jacqueline Kukreja of New Delhi against 'The Statesman', New Delhi;June 28, 1996;Admonished;Press and Defamation;AnnualReport1997
57. Complaint of Shri Pratap Singh Chawla, Medical Practitioner Faridabad through his advocate Shri Harish Kumar Chetal against Adhar Sutra, Faridabad, Haryana;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
58.  Complaint of Shri S.N. Rai, Delhi against Jansatta, New Delhi;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
59. Complaint of Shri Ashok Kumar Sahay & Others against Shramik Jagran, Bhage, Bihar;June 28, 1996;Dismissed;Press and Defamation;AnnualReport1997
60. Complaint of Dr. M. Aslam Khan, Director, New Muslim Educational Society, Saharan-pur against Saharanpur Ka Balidan, Hindi weekly, Saharanpur, UP;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
61. Complaint of Shri P.C. Jain, Editor-in-Chief, The Page, New Delhi against Editor, The Hindustan Times, English Daily, New Delhi;June 28, 1996;Sub-judice;Press and Defamation;AnnualReport1997
62. Complaint of Shri P.K. Sharma, Reader, Department of Economics, Motilal Nehru College, New Delhi against Editor, University Today, New Delhi;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
63. Complaint of Smt. S. Choudhary, Dy. Accountant General (Admn.), Indian Audit & Accounts Department, Allahabad against Editor, Our Leader, Allahabad;June 28, 1996;Settled;Press and Defamation;AnnualReport1997
64. Complaint of Shri P.K. Raghav, Principal, Zonal Training Centre, North Railway, Chandauli against The Editor, Aaj, Hindi Daily, Bareilly, UP;June 28, 1996;Dismissed for non-prosecution;Press and Defamation;AnnualReport1997
65. Complaint of Shri Rakesh Agarwal, Assistant Manager (Law), State Bank of India, Zonal Office, Bareilly against 'Amar Ujala', Hindi Daily, Bareilly;June 28, 1996;Dismissed for lack of subs-tance;Press and Defamation;AnnualReport1997
66. Complaint of Smt. Bina Shrivastava, President Mahila Shiksha Samiti (Regd.) Bareilly, UP against Dainik Jagran, Hindi Daily;June 28, 1996;Closed;Press and Defamation;AnnualReport1997
66. Complaint of Smt. Bina Shrivastava, President Mahila Shiksha Samiti (Regd.), Bareilly against Amar Ujala, Hindi Daily, Bareilly;June 28, 1996;Disposed;Press and Defamation;AnnualReport1997
67. Complaint of the General Manager, UP State Sugar Corporation Ltd., Lucknow against Siddh Bhumi Mail, Lucknow;June 28, 1996;Upheld;Press and Defamation;AnnualReport1997
68.Complaint of Dr. Jai Prakash Prem Dev, Principal, G.S. Hindu College, Bijnor against Dainik Bijnor Times, Bijnor;Censured;(b) Complaint of Dr. Jai Prakash Prem Dev, Principal, G.S. Hindu College, Bijnor against Chingari Sandhya, Bijnor;Press and Defamation;AnnualReport1997
69. Complaint of Shri S.K. Gopal, General Manager, Lucknow Producers Co-operative Milk Union, Lucknow against 'The Pioneer', Lucknow;Censured;Reprimanded;Press and Defamation;AnnualReport1997
70. Complaint of Shri Ramesh Chandra Thagela, Assistant Information Director, Muzaffarnagar, UP against Editor, Aaj Ka Arjun, Muzaffarnagar;Censured;Censured;Press and Defamation;AnnualReport1997
71. Complaint of Shri Rajendra Kumar, City Magistrate, Haridwar against Dainik Badri Vishal, Haridwar;June 28, 1996;Censured;Press and Defamation;AnnualReport1997
72.Complaint of Shri S.R. Tyagi, General Manager (UP) Co-operative Federation Ltd., Lucknow against The Chief Editor, New Heramb Times, Lucknow;Censured;(b) complaint of Shri S.R. Tyagi, General Manager, Co-operative Federation Ltd., Lucknow against The Chief Editor, New Heramb Times, Lucknow;Press and Defamation;AnnualReport1997
73.Complaint of Shri J.C. Belwal, Additional Project Manager, UP Rajkiya Nirman Nigam Ltd., Lucknow against The Editor, Swatantra Chetna, Lucknow;Censured;(b) complaint of Shri S.R. Tyagi, General Manager, Co-operative Federation Ltd., Lucknow against The Chief Editor, New Heramb Times, Lucknow;Press and Defamation;AnnualReport1997
74.Complaint of Shri Jagdish of Aligarh against Amar Ujala (Agra);Dismissed for lack of substance;(b) Complaint of Shri Jagdish of Aligarh against Dainik Aligarh Nagri, Aligarh;Press and Defamation;AnnualReport1997
75.Complaint of Dr. Rosey Suri, Advocate, Dehradun against the Editor, Yamuna Kinare, Dehradun;Dismissed for lack of substance;Censured;Press and Defamation;AnnualReport1997
76.Complaint of Dr. Vijay Agarwal, Director, Bhartiya Shiksha Parishad, Lucknow against Employment News, New Delhi;Dismissed for lack of substance;Censured;Press and Defamation;AnnualReport1997
77. Complaint of Shri S. Anwar Saeed, Registrar, Jamia Urdu, Aligarh against Quami Awaz, Urdu Daily, New Delhi;Upheld with disapproval;(b) Complaint of Shri S. Anwar Saeed, Registrar, Jamia Urdu, Aligarh against Quami Awaz, Urdu Daily, New Delhi;Press and Defamation;AnnualReport1997
78. Complaint of the Sub-Inspector of Police, Baheri, Bareilly against Uttar Ujala, Nainital;Upheld with disapproval;Rejected on merit - Action recommended against complainant;Press and Defamation;AnnualReport1997
79. Complaint of Shri Sewa Ram Jain, Muzaffarnagar against Parvez Kesari,. Hindi Weekly, Muzaffarnagar;Upheld with disapproval;Dismissed for lack of subs-tance;Press and Defamation;AnnualReport1997
80. Complaint of Shri Dinesh Mehta, Branch Manager, Bank of Baroda, Valley Bazar, Meerut against Police Aur Mulzim, Hindi Evening Daily, Meerut;Upheld with disapproval;Amends made;Press and Defamation;AnnualReport1997
81. Complaint of Shri Ram Kishore, Advocate, Unnao against Dainik Vrittant, Unnao;Upheld with disapproval;Dismissed for non-prosecution;Press and Defamation;AnnualReport1997
82. Complaint of Shri Bhagirath Chaturvedi, Junior Engineer, District Rural Develop-ment Agency, Jalon Urai against 'Dainik Surya Jagran', Urai;Upheld with disapproval;Dismissed on merits;Press and Defamation;AnnualReport1997
83. Complaint of Registrar, Kannada University, Hampi, District Bellary (Karnataka) against Lankesh Patrika, Bangalore;September 25, 1996;Reprimanded;Press and Defamation;AnnualReport1997
84. Complaint of Shri S.G. Swamy, Journalist and Social Worker, Raichur, Karnataka against the Editor, Kannada Prabha, Bangalore;September25, 1996;Disposed with directions ;Press and Defamation;AnnualReport1997
85. Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health & Family Welfare, Tumkur, Karnataka against Shri Bharatha Bhushan, Bangalore;Upheld(b) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health and Family Welfare, Tumkur, Karnataka against Tumuki, Kannada Daily;(c) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health & Family Welfare, Tumkur, Karnataka against Yekesh Pathrike, Tumkur, Karnataka;Press and Defamation;AnnualReport1997
86.Complaint of Ms. Mary Roy, Kottayam. Kerala against Deepika Daily, Kottayam;Upheld(b) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health and Family Welfare, Tumkur, Karnataka against Tumuki, Kannada Daily;Upheld;Press and Defamation;AnnualReport1997
87.Complaint of Shri H. Bhaskar. IAS, Dy. Commissioner & District Magistrate, Tumkur, Karnataka against Editor, Lankesh Patrika, Kannada Weekly, Bangalore, Karnataka;Upheld(b) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health and Family Welfare, Tumkur, Karnataka against Tumuki, Kannada Daily;Censured;Press and Defamation;AnnualReport1997
88.Complaint of Shri Koshal Kishore Dixit, Aliganj against Dainik Aaj, Kanpur;Upheld(b) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health and Family Welfare, Tumkur, Karnataka against Tumuki, Kannada Daily;Censured ;Press and Defamation;AnnualReport1997
89.Complaint of Shri K. Vikram Rao, President, IFWJ against Nav Bharat Times, Hindi Daily, New Delhi;Upheld(b) Complaint of Shri B. Thimmaiah, Ist Div. Assistant, Office of the Health and Family Welfare, Tumkur, Karnataka against Tumuki, Kannada Daily;Upheld (Repri-manded);Press and Defamation;AnnualReport1997
90. Complaint of Smt. Neelam, New Delhi against Kanchan Express, New Delhi;September25, 1996;Censured;Press and Defamation;AnnualReport1997
91. Complaint of Shri S.S. Sharma, SHO, Badarpur against Rashtriya Sahara, Hindi Daily, New Delhi;September25, 1996;Warned;Press and Defamation;AnnualReport1997
92. Complaint of Shri Chandraswamy (through his advocate Dr. Roxna Swamy),New Delhi against Jansatta, Hindi Daily;Reprimanded;"(b) Complaint of Shri Chandraswamy (through his advocate Dr. Roxna Swamy); New Delhi against Financial Express, English Daily, New Delhi";Press and Defamation;AnnualReport1997
93. Complaint of Shri Ajay Kumar Sharma, Cantonment Executive Officer, Ferozepur against Editor, Nirbhay Punjab, Ferozepur;Reprimanded;Censured;Press and Defamation;AnnualReport1997
94. Complaint of Shri Kundan R. Vyas, Editor-in-Chief, Janmabhoomi Group of Newspapers, Mumbai against Samkaleen, Mumbai;Reprimanded;Disposed with directions;Press and Defamation;AnnualReport1997
95. Complaint of Maj. Gen. B.C. Khanduri against Rashtriya Sahara, New Delhi;Reprimanded;Censured;Press and Defamation;AnnualReport1997
96. Complaint of Shri Ram Tej Yadav, MLA Baharaich, UP against Dainik Aaj;Reprimanded;Withdrawn;Press and Defamation;AnnualReport1997
97. Complaint of Shri Haaji Sayeed Ahmed, Muzaffarnagar against Thanvi Muzaffar-nagar Times, Hindi Weekly, Muzaffarnagar, UP;Reprimanded;Censured;Press and Defamation;AnnualReport1997
98. Complaint of Executive Chairman, Indian National Social Action Forum (INSAF), Hazaribagh against Prabhat Khabar, Ranchi;September  25, 1996;Dismissed for non-prosecution;Press and Defamation;AnnualReport1997
99. Complaint of Shri Shriprakash, Ranchi against The Hindustan Times, Patna;September  25, 1996;Agrees to publish regret (settled);Press and Defamation;AnnualReport1997
100. Complaint of Shri Col. Shiv Shankar Rai (Retd.), Dhanbad against The Indian Nation, Patna;September  25, 1996;Settled;Press and Defamation;AnnualReport1997
101. Complaint of Shri S.K. Mehrotra, Chief of Communication, Bokaro Steel Plant Bihar against Aryavarta, Patna;September  25, 1996;Dismissed;Press and Defamation;AnnualReport1997
102. Complaint of Shri Waqar Ahmed, Excise Inspector, District Badohi (UP) against Kashi Pratiman, Hindi Fortnightly, Varanasi;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
103. Complaint of Shri Nafees Azahar against Dainik Jagran, Kanpur;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
104. Complaint of Shri A.R.N. Srivastava, Head of Deptt. University of Allahabad against Rashtriya Sahara, Lucknow;November 15, 1996;Dismissed for lack of substance;Press and Defamation;AnnualReport1997
105. Complaint of Shri Mool Chand Awasthi, Manager, Arya Kanya Degree College, Muthiganj, Allahabad against Our Leader, Allahabad;November 15, 1996;Upheld;Press and Defamation;AnnualReport1997
106. Complaint of Shri Kunwar Fateh Bahadur, District Collector, Jhansi against Dainik Aaj, Kanpur;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
107. Complaint of Shri B.B. Mahajan, Superin-tending Engineer (X) MCD, Town Hall, Delhi against Kalam Attack, Delhi;November 15, 1996;Warned;Press and Defamation;AnnualReport1997
108. Complaint of Shri H.C. Jain, GM, Punjab National Bank, New Delhi against Samachar Bureau Financial News Weekly;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
109. Complaint of Lt. Col. Harjit Singh, Admn. Bn. Cdr., The Bihar Regimental Centre Danapur Cantt. against The Tribune, Chandigarh;November 15, 1996;Dismissed;Press and Defamation;AnnualReport1997
110. Complaint of Shri Deonath Singh, Dhanbad against Janmat, Hindi daily, Dhanbad (Bihar);November 15, 1996;Dismissed (Not pursued);Press and Defamation;AnnualReport1997
111. Complaint of Shri S.N. Singh, Assistant Electrical Engineer, Electricity Supply Mandal, Katras (Bihar) against Bihar Observer, Dhanbad;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
112. Complaint of Shri E.L.S.N. Bala Prasad, Joint Chief Electoral Officer & Joint Secretary to the Govt. of Bihar against Patliputra Times;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
113. Complaint of Shri D.B. Singh, Anchal Adhikari, West Champaran against Champaran Bisfot, Champaran (Bihar);November 15, 1996;Censured;Press and Defamation;AnnualReport1997
114. Complaint of the Secretary, Mineral Area Development Authority, Dhanbad against Bihar Observer, Dhanbad;November 15, 1996;Censured;Press and Defamation;AnnualReport1997
116. Complaint of Sh. Harender Pal Singh, Jaipur against Navbharat Times, Delhi and Jaipur;November 15, 1996;Upheld;Press and Defamation;AnnualReport1997
117. Complaint of Shri Ramniwas Gupta against Dainik Pratikriya Sandesh, Sriganganagar;November 15, 1996;Dismissed (not pursued);Press and Defamation;AnnualReport1997
118. Complaint of Shri Om Prakash Khandaka, M/s. Roopnarayan Sardarmal Sarafa, Kishanpole Bazar against Dainik Rashtra-doot, Jaipur;November 15, 1996;Warned;Press and Defamation;AnnualReport1997
119. Complaint of Shri Om Prakash Khandaka, M/s. Roopnarayan Sardarmal, Saraff, Jaipur against Dainik Navjyoti;November 15, 1996;Warned;Press and Defamation;AnnualReport1997
120. Complaint of Begum Imrana Samnani, Editor-in-Chief, Sandesh, Jammu against JAK Times;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
121. Complaint of Dr. Sanjay Sabharwal, Consultant Paediatrician Delhi against The Hindustan Times, New Delhi;March 17, 1997;Warned;Press and Defamation;AnnualReport1997
122. Complaint of the Director, Indian Institute of Public Administration, New Delhi against The Economic Times, New Delhi;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
123. Complaint of Shri Vijay Goel, Roop Nagar, Delhi against The Hindustan Times, New Delhi;March 17, 1997;Admonished;Press and Defamation;AnnualReport1997
124. Complaint of Shri B.B. Mahajan, Supd. Engineer, Municipal Corporation of Delhi against The Editor, Yug Vidrohi Samachar, Delhi;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
125. Complaint of Sh. Ramdas Singhal, Agra against News Champion Hindi Weekly of Jaipur;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
126. Complaint of Prof. M. Adhikary, Ex-Dean, Faculty of Management Studies, University of Delhi, Delhi against Indian Express;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
127. Complaint of Shri Chaman Lal, Amritsar against Public Sahara, Amritsar;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
128. Complaint of the Managing Director. The Panipat Co-operative Sugar Mills Limited, Panipat against Daily Kamalnetra Times, Ludhiana;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
129. Complaint of Shri Satish Kumar Upadhyay, Asstt. Commercial Tax Officer, Suratgarh against the Editor Seema Ki Lalkar, Suratgarh;March 17, 1997;Dismissed on merits;Press and Defamation;AnnualReport1997
130. Complaint of Shri S.K. Jetley, organiser, Tagore Central Academy, Suratgarh against Seema Ki Lalkar, Hindi Weekly of Suratgarh;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
131. Complaint of Sarsewak Sant Baba Sola-khan Singh, Chhittorgarh against Rajasthan Patrika, Udaipur;March 17, 1997;Settled;Press and Defamation;AnnualReport1997
132. Complaint of Dr. Rampal Singh Verma, Principal Jialal Institute of Education, Ajmer against Dainik Navjyoti, Ajmer;March 17, 1997;Contradiction directed;Press and Defamation;AnnualReport1997
133. Complaint of Shri S. Sen, Consultant, NFL, New Delhi against Financial Express;March 17, 1997;Settled;Press and Defamation;AnnualReport1997
134. Complaint of Dr. Arun Prabha, Principal and Sh. Sushil Kumar, Secretary, Arya Kanya Post-Graduate College, Hapur against Rashtriya Sahara;Reprimanded;(b) Complaint of Dr. Arun Prabha, Principal and Sh. Sushil Kumar. Secretary, Arya Kanya Post-Graduate College, Hapur against Rashtriya Sahara;Press and Defamation;AnnualReport1997
135. Complaint of Smt. Meena Katiyar, W/o Sh. Rameshwar Katiyar, Kanpur against Dainik Aaj, Kanpur;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
136. Complaint of Shri Vijender Kumar Jain, Manager, Jain Junior High School, Kandhla Muzaffarnagar, against Shanti Ka Sipahi, Kairana, Muzaffarnagar;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
137. Complaint of Shri Narendra Dutt Sharma, Saharanpur (through his advocate Sh. Madan Mohan, Agarwal) against Dainik Jagran, Meerut;March 17, 1997;Sub-judice;Press and Defamation;AnnualReport1997
138. Complaint of Shri J.A. Shastri, Jr. Engineer, M.P. Electricity Board, Nainpur, District Mandla against Vidharbha Chandika, Hindi Weekly;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
139. Complaint of Dr. R.S. Tiwary, Director, Regional Medical Research Centre for Tribals, Jabalpur against Jailok, Evening Hindi Daily, Jabalpur;March 17, 1997;Disapproval;Press and Defamation;AnnualReport1997
140. Complaint of Shri Basantilal Jain, Dewas against Chhautha Sansar, Indore;March 17, 1997;Contradiction to be published;Press and Defamation;AnnualReport1997
141. Complaint of Shri Surendra Kumar Jain, Birsinghpur against Kirti Kranti, Rewa;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
142. Complaint of General Manager, AWM/Admn. Indian Ordnance Factory, Ministry of Defence, Ordnance Factory, Katni against Dainik Madhya Pradesh, Katni;March 17, 1997;Contradiction offered (Assurance);Press and Defamation;AnnualReport1997
143. Complaint of Shri M.K. Pradhan, Sr. Executive Engineer (Excv.), South Eastern Coal Fields Limited, Dhanpuri Opencast Mine, Shahdol against News Detector;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
144. Complaint of Smt. Shakuntala Soni, Councillor, Municipal Council, Shahdol, MP, against Narmada Khand, Shahdol;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
145. Complaint of Shri G.N. Verma, Dy. General Manager, Eastern Coal Fields Limited Banki Dhelwadih District Bilaspur against Samikshak Evening Daily, Korba;March 17, 1997;Settled;Press and Defamation;AnnualReport1997
146. Complaint of Shri Dibakar Bhoj, Execu-tive Chairman, Indian Rural & Urban Entitlement Centre, District Mayurbhanj (Orissa) against Pahadi Samachar, Mayurbhanj (Orissa);March 17, 1997;Dismissed on merits;Press and Defamation;AnnualReport1997
147. Complaint of Shri George Lakra, Inspector of Schools, Mayurbhanj, Baripada (Orissa) against 'Ajira Odisa', Oriya Weekly, Baripada;March 17, 1997;Dismissed on merits;Press and Defamation;AnnualReport1997
148. Complaint of Shri Hemant Kumar Jain, Secretary, Shri Digambar Jain Panchayati Mandir, Etawa (UP) against The Editor, 'Dainik Jagran' Agra;March 17, 1997;Dismissed on merits;Press and Defamation;AnnualReport1997
149. Complaint of Additional District Magistrate (Admn.) Ferozabad against 'Dainik Rashtriya Sahara', Lucknow;March 17, 1997;Censured;Press and Defamation;AnnualReport1997
