Complaint;Date;Status;ComplaintType;Report_name
12. Complaint of Shri Jai Singh Yadav, Booking Clerk, RSRTC, Sriganganagar against the Editor, Weekly, Prem Kesari, Sriganganagar, Rajasthan;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
13. Complaint of Dr. Prabha Thakur, Ex-MP, Jaipur, Rajasthan against the Editor, Rashtra Doot, Jaipur, Rajasthan;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
14. Complaint of Shri N.M. Sampath Kumar Iyangar against the Editor, The Times of India, Ahmedabad, Gujarat;April 17, 2000;Dismissed on merits;Principles and Publications;AnnualReport2001
15. Complaint of Shri Narendra Singh M. Jadeja and Shri Arunbhai M. Vachharajani, Trustees, Din Dayal Development and Charitable Trust, Bhuj against the Editor, Kutch Uday, Gandhidham, Kutch;April 17, 2000;Dismissed on merits;Principles and Publications;AnnualReport2001
16. Complaint of Shri Kirit Patel of Krishan Printers and Packagers, Ahmedabad against the Editor, Gujarat Samachar, Rajkot, Gujarat;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
17. Complaint of Ms. Anita Singhvi, Ahmedabad against the Editor, The Times of India, Ahmedabad, Gujarat;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
18. Complaint of Shri Falgunbhai Chimanbhai Patel, Editor, Sandesh, Ahmedabad against The Gujarat Samachar, Ahmedabad;April 17, 2000;Assurance;Principles and Publications;AnnualReport2001
19. Complaint of Dr. Shrinath Prasad, Hony. Secretary, Indian Red Cross Society, Jahanabad against Shri Madan Sharma, Journalist, Hindustan, Patna edition;April 17, 2000;Withdrawn;Principles and Publications;AnnualReport2001
20. Complaint of Shri R.N. Ghatak, Public Relations Officer, Bihar Public Service Commission, Patna against The Times of India, Patna edition;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
21. Complaint of Shri C.K. Anil, Joint Secretary, Planning and Development Department, Government of Bihar, Patna against The Times of India, Patna;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
22. Complaint of Shri Amit Kumar Sinha, Navada against Magadh Ki Awaz;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
23. Complaint of Dr. (Prof.) D.K. Srivastava, Prof. and Head of the Orthopaedic Department, M.G.M. Medical College and Hospital, Jamshedpur against Chamakta Aaina;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
24. Complaint of the Director, Directorate of Satistics and Evaluation, Planning and Development Department, Bihar against Prabhat Khabar, Patna;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
25. Complaint of Shri Yashodanand Singh, Member, Bihar Legislative Council, Patna against Prabhat Khabar;April 17, 2000;Dismissed for lack of substance;Principles and Publications;AnnualReport2001
26. Complaint of Shri Yashodanand Singh, Member, Bihar Legislative Council, Patna against Aaj;April 17, 2000;Dismissed for lack of substance;Principles and Publications;AnnualReport2001
27. Complaint of Shri Yashodanand Singh, Member, Bihar Legislative Council, Patna against Indian Express;April 17, 2000;Dismissed for lack of substance;Principles and Publications;AnnualReport2001
28. Complaint of Shri Yashodanand Singh, Member, Bihar Legislative Council, Patna against Jansatta;Dismissed for lack of substance;Amends made;Principles and Publications;AnnualReport2001
29. Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Hindustan, Patna;Dismissed for lack of substance;Amends made;Principles and Publications;AnnualReport2001
30. Complaint of Mohd. Iqbal Khan, Shri Raju Bhagat, Shri Rama Dhar Prasad Das, Katihar against Dainik Aai, Patna;Dismissed for lack of substance;Directions;Principles and Publications;AnnualReport2001
31. Complaint of S/Shri Viranchi Pandey and Tulsi Vishwakarma, Village Birni, District Bokaro against Dainik Awaz;April 17, 2000;Dismissed as unsubstanti-ated;Principles and Publications;AnnualReport2001
32. Complaint of Dr. S. Banerjee, Clinilab, Dhanbad against Dainik Awaz, Dhanbad;April 17, 2000;Dismissed on merits;Principles and Publications;AnnualReport2001
33. Complaint of Smt. Champa Biswas and Shri B.B. Biswas, IAS, Patna against The Telegraph, Calcutta;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
34. Complaint of Shri J. Chakraborty, Pnanta Sanghachalak, Rashtriya Swayamsevak, Calcutta against Ananda Bazar Patrika;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
35. Complaint of Shri B.L. Garh, DGM-in-Charge, Planning and Development, UCO Bank, Calcutta against Financial Express, Calcutta;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
36. Complaint of Dr. Sudip Chatterjee, Partner, Park Nursing Home, Calcutta against The Statesman;April 17, 2000;Dismissed;Principles and Publications;AnnualReport2001
37. Complaint of Shri Biman Basu, Member, Central Committee of CPI(M), Calcutta against Bartaman;April 17, 2000;Upheld;Principles and Publications;AnnualReport2001
38. Complaint of the President/General Secretary, Liberation Association for Movement of People, Calcutta against Alert Times, New Delhi;April 17, 2000;Directions;Principles and Publications;AnnualReport2001
39. Complaint of Dr. B.P. Saha, Director, Maulana Abul Kalam Azad Institute of Asian Studies, Calcutta against The Telegraph, Calcutta;April 17, 2000; Upheld;Principles and Publications;AnnualReport2001
40. Complaint of the Member, MACT, Golaghat, Assam against The Telegraph, Calcutta;April 17, 2000;Directions;Principles and Publications;AnnualReport2001
41. Complaint of Smt. Deepika Seth, Modinagar against Rashtriya Sahara;June12, 2000;Dismissed;Principles and Publications;AnnualReport2001
42. Complaint of Shri Susanta Sengupta, Secretary, All India Forward Block, Pandra, Dhanbad against Shri Pradeep Suman, correspondent, Dainik Hindustan;June12, 2000;Devoid of Merit;Principles and Publications;AnnualReport2001
43. Complaint of Director, Gautam Plywood Limited, Delhi against Rajdhani Tribunę;August ;28, 2000;Principles and Publications;AnnualReport2001
44. Complaint of Director, Gautam Plywood Limited, Delhi against Lok Sewa;August ;Upheld;Principles and Publications;AnnualReport2001
45. Complaint of Shri P.P. Athalye, Associate Corporate Manager, Electronic Enterprises (India) Pvt. Ltd. Mumbai against Sh. M.B. Rana, Publisher, Lal Haveli, Yamuna Nagar;August ;Upheld;Principles and Publications;AnnualReport2001
46. Complaint of Shri Jagpal Singh Dara, Advocate, Ludhiana, Punjab against Shri B.M. Rana, Editor/Publisher Haryana Tribune;August ; Upheld;Principles and Publications;AnnualReport2001
47. Complaint of Shri Jagpal Singh Dara, Advocate, Ludhiana, Punjab against Shri B.M. Rana, Editor/Publisher Haryana Tribune;August ;Upheld;Principles and Publications;AnnualReport2001
48. Complaint of Shri Satish Precision Engineer Works, Yamunanagar against Rana Express, Yamunanagar;August ;Upheld;Principles and Publications;AnnualReport2001
49. Complaint of The Director, ACME Machinery Company Pvt. Ltd., Mumbai against Shri M.B. Rana, Editor of Lala Samachar;August ;Upheld;Principles and Publications;AnnualReport2001
50. Complaint of The Director, ACME Machinery Company Pvt. Ltd., Mumbai against Shri M.B. Rana, Editor of Lok Sewa;August ;Upheld;Principles and Publications;AnnualReport2001
51. Complaint of The Director, ACME Machinery Company Pvt. Ltd., Mumbai against Shri M.B. Rana, Editor of Rana Express;August ;Upheld;Principles and Publications;AnnualReport2001
52. Complaint of The Director, ACME Machinery Company Pvt. Ltd., Mumbai against Shri M.B. Rana, Editor of Rajdhani Tribune;August ;Upheld;Principles and Publications;AnnualReport2001
53. Complaint of The Director, ACME Machinery Company Pvt. Ltd., Mumbai against Shri M.B. Rana, Editor of Haryana Tribune;August ;Upheld;Principles and Publications;AnnualReport2001
54. Complaint of Proprietor, Rajendra Ramnath, Mumbai against Rana Express, Ludhiana;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
55. Complaint of Shri Rakesh Nagpal, OSD, to the Chief Minister of Government of N.C.T. of Delhi against the Chief Editor, Crime and Justice Times, Delhi;August 28, 2000;Sub-judice;Principles and Publications;AnnualReport2001
56. Complaint of Mr. Katta Nagaiah, Osmania University Campus, Hyderabad against Andhra Bhoomi, Secunderabad;August 28, 2000;Dismissed being devoid of merit;Principles and Publications;AnnualReport2001
57. Complaint of Shri K. Rami Reddy, Secretary, East Godavari District Consumers' Aid, Advice and Welfare Society, Kakinda against Eenadu, Hyderabad;August 28, 2000;Dismissed with observations;Principles and Publications;AnnualReport2001
58. Complaint of Sr. Superintendent, Central Prison, Naini against The Times of India, Lucknow;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
59. Complaint of Dr. Andrew Hartwich, NGO, AIDS Forum, New Delhi against The Indian Express;August 28, 2000;Dismissed;Principles and Publications;AnnualReport2001
60. Complaint of Dr. Andrew Hartwich, NGO, AIDS Forum, New Delhi against The Hindustan Times;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
61. Complaint of Dr. Andrew Hartwich, NGO, AIDS. Forum, New Delhi against The Times of India;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
62. Complaint of Ms.Sonya Singh, New Delhi against Discover India, New Delhi;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
63. Complaint of Shri K Ramachandran, Assistant Press Registrar, RNI New Delhi against Four Newspapers of Etah;August 28, 2000;Upheld;Principles and Publications;AnnualReport2001
64. Complaint of Dr. Nagen Saikia, President, Assam Sahitya Sabha against Dainik Agradoot;August 28, 2000;Dismissed being devoid of merit;Principles and Publications;AnnualReport2001
65. Complaint of Shri S.K. Chakraborty, Director, Information, Cultural Affairs & Tourism, Government of Tripura, Agartala against Dainik Sambad;August 28, 2000;Directions to publish clarification;Principles and Publications;AnnualReport2001
66. Complaint of the Principal, Sainik School against Amar Asom, Assam;August 28, 2000;Directions to publish clarification;Principles and Publications;AnnualReport2001
67. Complaint of Lieut A. Swaminathan, Freedom Fighter, Hyderabad, Andhra Pradesh against Deccan Chronicle;August28,2000;Disposed ;Principles and Publications;AnnualReport2001
68. Complaint of the Superintendent of Police, Jyotiba Phule Nagar against the editor Amar Ujala, Moradabad, Uttar Pradesh;October16,2000;Dismissed on merits;Principles and Publications;AnnualReport2001
69. Complaint of Dr. Majid Hussain, Editor, Urdu Action, Bhopal against Nadim;October16,2000;Dismissed on merit;Principles and Publications;AnnualReport2001
70. Complaint of Shri B.K. Maheshwari, Ajmer against Dainik Navjyoti, Ajmer;October16,2000;Directions;Principles and Publications;AnnualReport2001
71. Complaint of Md. Iliyas Khan, Gautam Budha Nagar against Sabir Ali, Editor, Dankaur Ki Jhalak;October16,2000;Directions;Principles and Publications;AnnualReport2001
72. Complaint of Shri Asif Kamaal, Corres-pondent, Moradabad against Satya Kaathayen, Delhi;October16,2000;Directions;Principles and Publications;AnnualReport2001
73. Complaint of Shri Ajit Goyal, General Secretary, Kashipur Journalist Association, Udham Singh Nagar, U.P. against Aaj, Bareilly;October16,2000;Directions;Principles and Publications;AnnualReport2001
74. Complaint of Dr. Iniyan Elango (Dr. R.S. Sridhar) Chief Physician, Man and Women Clinic, Chennai against various newspapers;January24,2001;Directions ;Principles and Publications;AnnualReport2001
75. Complaint of Shri Ashok Chentaman Patil, Nandgaon, Thane District, Maharashtra against Shri Prakash M. Patel, Reporter, Sakal;January24,2001;Dismissed being without substance;Principles and Publications;AnnualReport2001
76. Complaint of Shri Deepak Chandrakan Patodkar, Workder Bhrushtachar Virodhi Jan Andolan Samiti, Yevela, Maharashtra against Patrovavi;January24,2001;Dismissed on merits;Principles and Publications;AnnualReport2001
77. Complaint of Superintendent of Police, Dewas, M.P. against Editor, Dewas Bhraman, Dewas;March26,2001;Assurance;Principles and Publications;AnnualReport2001
78. Complaint of Deputy General Manager (Administration), Ayudh Nirman Board, Itarsi against Nav Bharat, Bhopal;March26,2001;Upheld;Principles and Publications;AnnualReport2001
79. Complaint of President, NIMT, Ghaziabad against Business Today, New Delhi;March26,2001;Proceedings dropped;Principles and Publications;AnnualReport2001
80. Complaint of Shri Rustam Ansari, Organiser, Association of Grassroot Group, East Singhbhoom, Bihar against The Editor, Dainik Awaz, Jamshedpur, Bihar;April 17, 2000;Dismissed on merits;Press and Defamation;AnnualReport2001
81. Complaint of Dr. S.B. Singh, Vice-Chancellor, G.B. Pant Agriculture and Research University, Pant Nagar against Dainik Hindustan, New Delhi;June 12, 2000;Upheld;Press and Defamation;AnnualReport2001
82. Complaint of Shri Heera Lal, Sub-Divisional Magistrate, Baheri, District Bareilly against Amar Ujala, Bareilly;June 12, 2000;Withdrawn;Press and Defamation;AnnualReport2001
83. Complaint of Shri Satish Thusu, Vice-President, Meerut Developers (P) Ltd. Against Amar Ujala, Meerut;June 12, 2000;Upheld;Press and Defamation;AnnualReport2001
84. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12, 2000;Directions;Press and Defamation;AnnualReport2001
85. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12, 2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
86. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12, 2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
87. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers Employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12, 2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
88. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
89. Complaint of Shri G.C. Upreti, District President, State Employees Union, District Branch, Nainital and Shri Pan Singh Negi, President, Hilly Teachers employees Union, Nainital, Uttar Pradesh against Amar Ujala, Bareilly;June 12,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
90. Complaint of Smt. Memwati Devi, Staff Nurse, District Hospital, Bareilly (through advocate) against Janmorcha, Bareilly issue dated 29.1.1999.;June 12,2000;Withdrawn;Press and Defamation;AnnualReport2001
91. Complaint of Shri Bhagirath Lal Chaudhary, Chairman, Municipal Committee, Ramnagar, Nainital, U.P. against the Editor, Khulase Ka Khulasa, Hindi weekly, Ramnagar, Nainital, U.P.;June 12,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
92. Complaint of Shri Vinod Kumar Chopra, G.M. (Const.)-cum-Chief Engineer, U.P. Samaj Kalyan Nigam Ltd., Lucknow against U.P. India Times, Lucknow;June 12,2000;Upheld;Press and Defamation;AnnualReport2001
93. Complaint of Dr. Saleem Ahmed/Dr. Anjali Ahmed, Basti, U.P. against Hindustan, Hindi Daily, Lucknow, U.P.;June 12,2000;Directions to publish complainant's version;Press and Defamation;AnnualReport2001
94. Complaint of Shri Banshidhar Singh, IFS, Forest Officer, Daltonganj against Dainik Hindustan, Patna;June 12,2000;Upheld;Press and Defamation;AnnualReport2001
95. Complaint of Mr. Mukesh Sarda, Trustee, Neo-Sanyas Foundation Trust, Pune against the Editor, The Indian Express;August 28,2000;Directions to publish rejoinders;Press and Defamation;AnnualReport2001
96. Complaint of Shri Satya Narayan Tak and others, Jaipur against Dainik Bhaskar, Jaipur;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
97. Complaint of Dr. S.B. Mukhi, President, Inquilab Party of India, Ulhasnagar against Ulhas Jyoti;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
98. Complaint of Shri Nandu Satam, Mayor of Mumbai against Mahanagar;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
99. Complaint of the President, Indian Medical Association, Amravati against Amravati Mandal;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
101. Complaint of the Chief Commissioner of Customs, Mumbai against The Asian Age, Mumbai;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
102. Complaint of Kumari Sushma Sharma, President, Student Nursing Union, AMT School, Jammu against the Editor, State Times, Jammu;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
103. Complaint of Shri Nawab Sattar, Shahdara, Delhi against Qamar Express;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
104. Complaint of Dr. (Ms.) Ranjit Pawar, District Food and supplies Controller, Jallandhar, Punjab against Aaj Ka Jalandhar;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
105. Complaint of Shri Y C Bhardwaj, HCS, S.D.M.Bhiwani against Shri Mahavir Bhardwaj, Press Correspondent, Punjab Kesari, Mahendragarh, Haryana;August 28,2000;Dismissed-devoid of merit;Press and Defamation;AnnualReport2001
106. Complaint of the Convenor, Legal Cell, Integrated Tribal Development Agency, Rampachodavaram against Eenadu, East Godavari;August 28,2000;Dismissed with observations;Press and Defamation;AnnualReport2001
107. Complaint of Ch. Satya Narayan, Vice Chairman, Gandhi Co-operative Urban Bank and President, Krishna District Archery Association, Vijaywada against Eenadu, Telugu daily, Hyderabad issue dated 7.3.1999.;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
108. Complaint of Medical Officer, Government Homeo Dispensary, Gajapati against Matrubhasha;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
109. Complaint of Medical Officer, Government Homeo Dispensary, Gajapati against Samaya;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
110. Complaint of Medical Officer, Government Homeo Dispensary, Gajapati against Sambad;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
111. Complaint of Medical Officer, Government Homeo Dispensary, Gajapati against Dainik Asha;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
112. Complaint of Medical Officer, Government Homeo Dispensary, Gajapati against Dharitri;August28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
113. Complaint of Shri K. Vijayachandran, Kochi, Kerala against the Editor, Hindu, Chennai;August28,2000;Directions to publish version;Press and Defamation;AnnualReport2001
114. Complaint of Shri T. Damu, Vice-President, Tata Tea Limited, Munnar, Kerala against Shri S.K. Krishankutty, Reporter, The Thaniniram Daily;August28,2000;Upheld;Press and Defamation;AnnualReport2001
115. Complaint of Shri T. Damu, Vice-President, Tata Tea Ltd., Munnar, Kerala, Thaniniram Daily;August28,2000;Upheld;Press and Defamation;AnnualReport2001
116. Complaint of Dr. Raphael T. Paul, Arogyalayam Hospital, Ernakulam, Kerala against Keralasabdam Weekly;August28,2000;Upheld;Press and Defamation;AnnualReport2001
117. Complaint of Dr. Raphael T. Paul, Arogayalayam Hospital, Aluva, Ernakulam against Deepika;August28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
118. Complaint of Shri Xavier William, Cochin against Deshabhimani, Ernakulam, Kerala;August28,2000;Upheld;Press and Defamation;AnnualReport2001
119. Complaint of Shri Nirman Ch. Kar, Balasore, Orissa against the 'Rastradoot Balasore', Orissa issue dated 14.1.99.;August28,2000;Upheld;Press and Defamation;AnnualReport2001
120. Complaint of Sh. Surendra Patra, Journalist, Bhubaneshwar against Sunday, Calcutta;August28,2000;Upheld;Press and Defamation;AnnualReport2001
121. Complaint of Shri Kailash Chandra Guru, Inspector of Schools, Sambalpur against Janamukha;August28,2000;Upheld;Press and Defamation;AnnualReport2001
122. Complaint of Shri Kailash Chandra Guru, Inspector of Schools, Sambalpur against Sambad, Sambalpur, Orissa;August28,2000;Amends made;Press and Defamation;AnnualReport2001
123. Complaint of Shri D.J. Samuel, Sr. Executive, Blood Bank Ispat General Hospital, Rourkela against Bharat Darshan, Rourkela;August28,2000;Upheld;Press and Defamation;AnnualReport2001
124. Complaint of Shri Naren Singh 'firia through his counsel against Pragativadi, Bhubaneswar;August 28, 2000;Upheld;Press and Defamation;AnnualReport2001
125. Complaint of Shri Tapan Kumar Roy, Secretary, Balasore Division Estate Development and Plantation Co-operative Society against Samaya, Bhubaneswar;August 28, 2000;Upheld;Press and Defamation;AnnualReport2001
126. Complaint of Shri D.N. Sharma, General Secretary, Kalahandi Consumers Welfare Organisation, Kalahandi against The Indian Express;August 28, 2000;Directions to publish complainant's reply;Press and Defamation;AnnualReport2001
127. Complaint of Satara Zilla Parishad, Satara through their counsel Shri Makarand D. Adkar, New Delhi against Marathi Daily Aikya, Maharashtra;August 28, 2000;Upheld;Press and Defamation;AnnualReport2001
128. Complaint of Satara Zilla Parishad, Satara through their counsel Shri Makarand D. Adkar. New Delhi against Marathi Daily Satara, Maharashtra;August 28, 2000; Upheld;Press and Defamation;AnnualReport2001
129. Complaint of Registrar, Vikram University, Ujjain against Dainik Agnipath, Ujjain;August 28, 2000;Upheld;Press and Defamation;AnnualReport2001
130. Complaint of Shri S.B. Mehta, Managing Partner, Hotel Marina New Delhi against Editor, Asian Age, New Delhi;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi;Upheld;Press and Defamation;AnnualReport2001
132. Complaint of Shri Gulshan Kumar through advocate, New Delhi against Oscar Times, New Delhi;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi;Dismissed on Merit;Press and Defamation;AnnualReport2001
133. Complaint of Shri Gulshan Kumar through advocate, New Delhi against Diler Shakti, New Delhi;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi;Dismissed on Merit;Press and Defamation;AnnualReport2001
134. Complaint of Shahi Export House and Garmex India, New Delhi against Bharat Atma, Hindi Daily, Ghaziabad;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi;Upheld;Press and Defamation;AnnualReport2001
135. Complaint of Shahi Export House and Garmex India, New Delhi against Bharat Atma, Hindi Daily, Ghaziabad;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi;Upheld;Press and Defamation;AnnualReport2001
136. Complaint of Sh. Phalguni Matilal, New Delhi against Outlook;Upheld131. Coraplaint of Smt. Saroj Sharma, New Delhi against Aman Khoj, New Delhi; Directions to publish;Press and Defamation;AnnualReport2001
137. Complaint of Shri Hemanta Madhab Sharma, Guwahati against Asomiya Pratidin;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
138. Complaint of Dr. Jayanta Rongpi, Member of Parliament, Lok Sabha against P.T.I.;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
139. Complaint of Dr. Jayanta Rongpi, Member of Parliament, Lok Sabha against The Pioneer;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
140. Complaint of the Director, Information and Public Relations Department, Government of Assam, Guwahati against the Editor, Ajir Batori;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
141. Complaint of Shri Atul Dutta Bhuyan, ACS, Barpeta against Dainik Agradoot;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
142. Complaint of the Director, Information and Public Relations Department, Government of Assam against the Editor, Dainik Agradoot;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
143. Complaint of Shri P.G. Baruah, Senior Advocate, Guwahati against Dainik Agradoot, Guwahati;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
144. Complaint of Dr. Kamala Kalita, Minister, Health and Family Welfare, Government of Assam against the Editor, Tinidinia Agradoot, Dispur;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
145. Complaint of Dr. Kamala Kalita, Minister, Health and Family Welfare, Government of Assam against the Editor, Dainik Agradoot, Dispur;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
146. Complaint of Dr. (Smt.) Sreelekha Roy, Executive Secretary, Voluntary Health Association of Tripura (VHAT) against Dainik Sambad, Agartala;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
147. Complaint of Shri S.K. Chakraborty, Director, Information, Cultural Affairs & Tourism, Government of Tripura, Agartala against Dainik Sambad;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
148. Complaint of Ms. Nilutpola Sharma, Guwahati against the Editor, Amar Asom;August 28,2000;Directions to publish reply;Press and Defamation;AnnualReport2001
149. Complaint of Shri G.S. Bhagya Rao, Visakha-patnam, Andhra Pradesh against Vartha, Visakha-patnam, Andhra Pradesh;August 28,2000;Upheld ;Press and Defamation;AnnualReport2001
150. Complaint of Shri N. Mohan Das, Headmaster, Z.P. High School, Nellore, Andhra Pradesh against the Editor, Tom Tom, Gudur, Andhra Pradesh;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
151. Complaint of Shri Yellanuru Venkata Ramanaiah, Cuddapah against Andhra Jyoti, Tirupathi;August 28,2000;Directions to publish version;Press and Defamation;AnnualReport2001
152. Complaint of Dr. Raphael T. Paul, Arogyalayam Hospital, Ernakulam, Kerala against The Editor, Madhyamam, Kerala;August 28,2000;Directions to publish clarification;Press and Defamation;AnnualReport2001
153. Complaint of Shri K.N. Changappa, Chairman, High Range Wild Life and Environment Reservation, Munnar against Thaniniram, Malayalam Daily, Munnar;August 28,2000;Upheld;Press and Defamation;AnnualReport2001
154. Complaint of Director, Westfort Hospital, Trichur (Kerala) against Mathrubhumi, Thrissur;August 28,2000;Dismissed for lack of substance ;Press and Defamation;AnnualReport2001
155. Complaint of Malappuram Jilla Upabokthru Samrakshana Samiti, Tirur against Malayala Manorama;August 28,2000;Dismissed-devoid of merit;Press and Defamation;AnnualReport2001
156. Complaint of Malappuram Jilla Upabokthru Samrakshana Samiti, Tirur against Mathrubhumi;August 28,2000;Dismissed-devoid of merit;Press and Defamation;AnnualReport2001
