Complaint;Date;Status;ComplaintType;Report_name
31. Complaint of Sh. R L Kain, General Secy. Dr. B. R. Ambedkar Vichar Manch, Delhi against TOI;March 31, 1993;Assurance;Communal, Casteist and Anti-National Writings;AnnualReport1993
32. Complaint of Sh. R L Kain, General Secy. Dr. BR Ambedkar Vichar Manch, Delhi against Rashtriya Sahara;March 31, 1993;Upheld;Communal, Casteist and Anti-National Writings;AnnualReport1993
33. Complaint of Sh. R L Kain, General Secy. Dr. BR Ambedkar Vichar Manch, Delhi against Hindustan Times;March 31, 1993;Technical Breach observations;Communal, Casteist and Anti-National Writings;AnnualReport1993
34. Complaint of Sh. Mohinder Singh Chawla, Secretary, Gurudwara Singh Sabha, Kumardhubi Dhanbad against Janmat, Dhanbad;March 31, 1993;Publication of contradiction directed;Communal, Casteist and Anti-National Writings;AnnualReport1993
35. Complaint of Sh. Syed Barkat Ali, Chairman, Anjuman-Milat-elsamia, Chittogarh (Raj.) against Dainik Rajasthan Patrika, Jaipur;March 31, 1993;Sub-judice;Communal, Casteist and Anti-National Writings;AnnualReport1993
36. Complaint of Sh. Zaheer Zaidi, Shia Point, New Delhi against Khabardar Urdu fortnightly, New Delhi;March 31, 1993;Publication of rejoinder directed.;Press and Defamation;AnnualReport1993
37. Complaint of Swamy Parvathy Rat-nam, Kollur of Andhya Veda-Sadanam, Madras against Malayala Manorama;June 22, 1992;Publication of contradiction directed;Press and Defamation;AnnualReport1993
30. Complaint of Sh. D.D.Goyal, Com-mercial Department, M/s Driplex Water Engineering Ltd. against Aaj Varanasi.;June 22, 1992;Dismissed for Non-prosecution;Press and Defamation;AnnualReport1993
39. Complaint of Sh. D D Goyal, Com-mercial Department, M/s Driplex Water Engineering Ltd. against San-marg, Varanasi;June 22, 1992;Dismissed for Non-prosecution;Press and Defamation;AnnualReport1993
40. Complaint of Mrs. Manju Sharma, General Secretary, U.P Congress Committee (1), Labour Cell, Muzaf-farnagar, U.P. against Dainik Jagran, Meerut;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
b. Complaint of Mrs. Manju Sharma, General Secretary, U.P. Congress Committee (1), Labour Cell, Muzaf-farnagar, U.P. against Dehat, Muzaffarnagar;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
c. Complaint of Mrs. Manju Sharma, General Secretary, U.P. Congress Committee (I), Labour Cell, Muzaf-farnagar, U.P. against Royal Bul-letin, Muzaffarnagar;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
d. Complaint of Mrs. Manju Sharma, General Secretary, U.P Congress Committee (1), Labour Cell, Muz-zafarnagar, U.P. against Dainik Pas-chim Jyoti, Muzzafarnagar;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
e. Complaint of Mrs. Manju Sharma, General Secretary, U.P. Congress Committee (1), Labour Cell, Muzaf-farnagar, U.P. against, Amar Ujala;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
41. Complaint of Sh. Kanhaiya Lal Kinger against Dainik Paschim Jyoti, Hindi daily of Muzafarnagar, U.P.;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
42. Complaint of Sh. Kanhaiya Lal Kinger against Dainik Royal Bul-letin, Muzafarnagar, U.P.;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
43. Complaint of Sh. S. Venugopalan, Trustee Life Eternal Trust, Delhi against Sakal, Pune;June 22, 1992;Upheld (Censured);Press and Defamation;AnnualReport1993
44. Complaint of Sh. S Venugopalan, Trustee Life Eternal Trust, Delhi against Kesari, Pune;June 22, 1992;Clarification published;Press and Defamation;AnnualReport1993
45. Complaint of Sh. S. Venugopalan, Trustee Life Eternal Trust, Delhi against Aikya, Satara;June 22, 1992;Rejoinder directed-warned for non-compliance;Press and Defamation;AnnualReport1993
46. Complaint of Sh. P. Shiv Shankar, M.P. (Rajya Sabha) against The Times of India;June 22, 1992;Directed to publish decision.;Press and Defamation;AnnualReport1993
b. Complaint of Sh. P. Shiv Shankar, M.P. (Rajya Sabha) against The Hindustan Times;June 22, 1992;Directed to publish decision.;Press and Defamation;AnnualReport1993
47.  Complaint of Dr. Sukhpal Singh Verma against weekly Vidambana, Haridwar;June 22, 1992;Observations contradiction directed;Press and Defamation;AnnualReport1993
b. Complaint of Dr.Sukhpal Singh Verma against Dainik Jagran, Meerut;June 22, 1992;Observations contradiction directed;Press and Defamation;AnnualReport1993
c. Complaint of Dr. Sukhpal Singh Verma against Amar Ujala, Meerut;June 22, 1992;Observations contradiction directed;Press and Defamation;AnnualReport1993
48. Complaint of Sh.Prahlad Mishra, SSI Hasanbagh Police Station, Lucknow against Dainik Workers Herald, Lucknow;June 22, 1992;Dismissed for non-prosecution;Press and Defamation;AnnualReport1993
49. Complaint of Sh. Shankar Singh Advocate, against Dainik Jagran, Lucknow and Kanpur edition;June 22, 1992;Sub-judice;Press and Defamation;AnnualReport1993
b. Complaint of Sh. Shankar Singh Ad-vocate, against Amrit Prabhat, Hindi Daily, Allahabad;June 22, 1992;Sub-judice;Press and Defamation;AnnualReport1993
c. Complaint of Sh. Shankar Singh, Advocate against Jansatta Hindi daily of New Delhi;June 22, 1992;Sub-judice;Press and Defamation;AnnualReport1993
50. Complaint of Sh. G C Jain against Dainik Kalyug Darpan, Saharanpur, U.P.;June 22, 1992;Upheld (censured);Press and Defamation;AnnualReport1993
51. Complaint of The Chief Editor, Rajasthan Kesari, (Daily) against Teesra Prahar;June 22, 1992;Dismissed with observations;Press and Defamation;AnnualReport1993
b Complaint of The Chief Editor, Teesra Prahar against Rajasthan Kesari Daily, Jodhpur;June 22, 1992;Dismissed with observations;Press and Defamation;AnnualReport1993
52. Complaint of Sh. A.K. Malik, Director, Indian Institute of Technology, Kan-pur against The Pioneer, Lucknow;June 22, 1992;Settlement;Press and Defamation;AnnualReport1993
53. Complaint of Sh. M. H. Hedaoo, Executive Officer, Nagpur Improve-ment Trust, Nagpur against the Editor, Vidarbha Chandika, Hindi weekly of Nagpur;June 22, 1992;Partly upheld;Press and Defamation;AnnualReport1993
54. Complaint of Sh. K.C. Arora, Press Reporter against Khagesh Times Fortnightly;June 22, 1992;Rejected.;Press and Defamation;AnnualReport1993
55. Complaint of Dr. Pushpa Jha against Daily Chautha Sansar, Indore;June 22, 1992;Upheld;Press and Defamation;AnnualReport1993
56. Complaint of Sh. K. Raju, President, Madurai Kamraj-Manomaniam Sundaranar University Teachers Association' Madurai against Dinamalar, Madurai;June 22, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
57. Complaint of Sh. P. C. Phillips against Hindi Daily Amrit Varsha;June 22, 1992;Upheld (censured);Press and Defamation;AnnualReport1993
58. Complaint of Sh. Hari Tanwani Nimano against Desh Bhagat Daily;June 22, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
59. Complaint of Mr. Balvinder Singh Khosa, District Youth Co-Or-dinator, Yuva Kendra, Bulandshar against Dainik Jagran, Meerut;Sept 9, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
60. Complaint of Dr. J. P. Singh, Direc-tor, Medical College, Rohtak against The Tribune Chandigarh;Sept 9, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
61. Complaint of Shri Naresh Kumar Sharma c/o Shiv Diary against Doon Darpan, Dehradun;Sept 9, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
62. Complaint of Shri Madhukar Tan-don, IPS against Nyaya' Hindi daily Ajmer, Rajasthan;Sept 9, 1992;Contradiction directed;Press and Defamation;AnnualReport1993
63. Complaint of Dr. R. K. Wadhwa against the Editor, Dainik Sandhya Khattarwani evening daily, Rohtak;September 9, 1992;Upheld (censured);Press and Defamation;AnnualReport1993
64. Complaint of the Chairman, Jai Hind Educational Trust, Dhule against 'Lokmat' daily of Jalgaon;September 9, 1992;Upheld (censured);Press and Defamation;AnnualReport1993
65. Complaint of Pandit Dayanand Jha Priest, Shiva Shani Mandir, New Delhi against the Editor, Nav Bharat Times, New Delhi;September 9, 1992;Sub-judice;Press and Defamation;AnnualReport1993
66. Complaint of Pandit Dayanand Jha, Priest Shiva Shani Mandir, New Delhi against the Editor, Times of India, New Delhi;September 9, 1992;Sub-judice;Press and Defamation;AnnualReport1993
67. Complaint of Sh. Zahir Zaidi Shia Point New Delhi against Nav Bharat Times, New Delhi;September 9, 1992;Upheld;Press and Defamation;AnnualReport1993
68. Complaint of Sh. Shyam Aggarwal, Treasurer, Jan Adhikar Abhiyan, Delhi against Jansatta, New Delhi;September 9, 1992;Rejected;Press and Defamation;AnnualReport1993
69. Complaint of Sh. Shyam Aggarwal, Treasurer, Jan Adhikar Ab-hiyan, Delhi against 'Indian Express', New Delhi;September 9, 1992;Rejected;Press and Defamation;AnnualReport1993
70. Complaint of Sh. Kamta Prasad Push-pak, Press Reporter, Amar Ujala, Meerut against 'Swatantra Bharat', Moradabad;September 9, 1992;Upheld (displeasure);Press and Defamation;AnnualReport1993
71. Complaint of Sh. G. Velot, Project Director, Dumez Sogea-Borie-Sac, Dul Hasti Hydro - Electric Project, Kishtwar District Doda (J&K) against 'JAK Times' Jammu;September 9, 1992;Upheld (censured);Press and Defamation;AnnualReport1993
72. Complaint of Sh. Mahendra Kumar, Proprietor, Shankar Namkeen Bhandar, Saharanpur against Dainik Sahkari Chintan' Saharan-pur, U.P.;September 9, 1992;Upheld (warned);Press and Defamation;AnnualReport1993
73. Complaint of Sh. Mahendra Kumar, Proprietor, Shankar Namkeen Bhandar, Saharanpur against Bullet Express, Saharanpur, U.P.;September 9, 1992;Upheld (warned);Press and Defamation;AnnualReport1993
74. Complaint of Shaikh Mahboob, Press Reporter, Ambernath, Thane against Editor 'Fouzaan' Urdu Weekly of Thane;September 9, 1992;Settled;Press and Defamation;AnnualReport1993
75. Complaint of Sh. Shatrughan Prasad against Adarsh Jyoti' published from Sultanpur, U.P.;January 6, 1993;Upheld;Press and Defamation;AnnualReport1993
76. Complaint of Smt. Maya Pathak, Bilaspur against Lokeshwar a Hindi daily of Bilaspur, M.P.;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
77. Complaint of Mrs. E Gomathi, Lec-turer, Govt. College (W) Kum-bakonam against 'Namadhu Kalugu' Tamil Weekly of Madras;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
78. Complaint of Smt. S Amsavalli, Lec-turer, Govt. College, (W) Kum-bakonam against 'Namadhu Kalugu' Tamil Weekly of Madras;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
79. Complaint of Miss M Ambigapathi, Lecturer, Government College, Kumbakonam against Namadhu Kalugu Tamil Weckly of Madras;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
80. Complaint of the General Secretary, Beconganj Goldsmith Union against 'Vishwamitra Times' of Kanpur;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
81. Complaint of Sh. Anil J Kale against Vidarbha Chandika published from Nagpur, Maharashtra;January 6, 1993;Upheld (Contradiction directed);Press and Defamation;AnnualReport1993
82. Complaint of Dr. Smt. Bimla Gulati against Nadeem, Urdu daily of Bhopal;January 6, 1993;Settled;Press and Defamation;AnnualReport1993
83. Complaint of Sh. M A Hadi, Secretary, HEH The Nizam's Trust, Hyderabad against Sunday;January6, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
84. Complaint of Sh. N O Maurya against Jansatta;January6, 1993;Upheld (Admonish);Press and Defamation;AnnualReport1993
85. Complaint of Partner Sardar Stones, Kota against Bharat Prahari, Hindi weekly of Kota;January6, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
86. Complaint of Sh. S R Kaushal, General Secretary, Silver Stone Co-operative Society, Chandigarh against The Tribune, Chandigarh;January6, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
87. Complaint of Sh. M. K. Nair against 'Karaval' Malayalam daily;January 6, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
88. Complaint of Sh. K. L. Meena against Amar Ujala, Meerut, U.P.;January 6, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
89.  Complaint of Sh. K. K. Arora, Vice Chairman, J N Educational Society, New Delhi against Nav Bharat Times, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
b. Complaint of Sh. K. K. Arora, Vice-Chairman, J N Educational Society, New Delhi against Sandhya Times, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
c. Complaint of Sh. K. K. Arora, Vice-Chairman J N Educational Society, New Delhi against Evening News, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
d. Complaint of Sh. K. K. Arora, Vice-Chairman J N Educational Society, New Delhi against Hindustan Times, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
e. Complaint of Sh. K. K. Arora, Vice-Chairman J N Educational Society, New Delhi against Jansatta, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
f. Complaint of Sh. K. K. Arora, Vice-Chairman J N Educational Society, New Delhi against Punjab Kesari, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
g. Complaint of Sh. K. K. Arora, Vice-Chairman J N Educational Society, New Delhi against Dainik Jagran, New Delhi;January 6, 1993;Upheld contradiction directed;Press and Defamation;AnnualReport1993
90. Complaint of Sh. Prasanta Chatter-jee, Mayor Calcutta against The Statesman, Calcutta;January 6, 1993;Settled;Press and Defamation;AnnualReport1993
91. Complaint of Sh. Prasanta Chatterjee, President, East Calcutta District Sports Council and Mayor of Calcutta, against Anand Bazar Patrika, Calcutta;Settled;92. ;Press and Defamation;AnnualReport1993
a. Complaint of Sh. Asit Datta of Malda, West Bengal, against Maldar Khabar, issue dated 27.7.91, Malda;Settled;Disposed with observation;Press and Defamation;AnnualReport1993
"b. Complaint of Sh. Asit Datta of Malda against the local Bengali newspaper ""The Amogh' published from W.B.";Settled;Disposed with observation;Press and Defamation;AnnualReport1993
93. Complaint of Sh. Sita Ram Rajgar-hia against the Editor, The Times of India, Patna;January 6, 1993;Disposed with observation;Press and Defamation;AnnualReport1993
94. Complaint of Sh. Sita Ram Rajgar-hia against the Aaj, Patna;January 6, 1993;Upheld (Censured);Press and Defamation;AnnualReport1993
95. Complaint of Sh. Sita Ram Rajgar-hia against the Chief Editor of Pratah Kamal of Muzaffarpur Bihar;January 6, 1993;Upheld (Censured);Press and Defamation;AnnualReport1993
96. Complaint of Sh. Chandra Sarma, Joint Director, Soil Conservation Department, Guwahati against 'Mahanagar' Guwahati;January 6, 1993;Upheld (Censured);Press and Defamation;AnnualReport1993
97. Complaint of Sh. Giriwar Pandey, Minister of State, Institutional Finance Programme Implementation and Industries, Govt. of Bihar Patna against Prabhat Khabar, Ranchi;January 6, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
98. Complaint of Sh. Kunj Biharipanda, Asstt. Teacher, Govt. High School, Badakolakota against Dainik Asha, Orissa;January 6, 1993;Rejected;Press and Defamation;AnnualReport1993
99. Complaint of Sh. S. P. Gupta, Acting C&MD, Bongaigaon, Refinery & Petrochemicals Ltd., Assa against 'The News Front of Guwahati;January 6, 1993;Rejoinder directed;Press and Defamation;AnnualReport1993
100. Complaint of Sh. M. L. Devnath Maark Pharmaceuticals Agartala against a local daily 'Dainik Sambad' Agartala India;January 6, 1993;Rejoinder directed;Press and Defamation;AnnualReport1993
101. Complaint of Sh. B. K Singh, Branch Manager, Bank Pirari, West Champaran against Dainik Hindustan, Patna, Bihar;January 6, 1993;Rejoinder directed;Press and Defamation;AnnualReport1993
102. Complaint of Sh. Madan Mohan against 'Swatantra Bharat' Luck-now, U.P.;January 6, 1993;Upheld (Displeasure);Press and Defamation;AnnualReport1993
103. Complaint of Sh. R. K. Chaturvedi against Dainik Bhaskar, Jhansi;January 6, 1993;Settled;Press and Defamation;AnnualReport1993
104. Complaint of Sh. Pashupatinath Singh against Sandhya Dainik 'Pratidin', Lucknow;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
105. Complaint of Secretary, The Bal-Bhawan Society, Bangalore against 'Bharat Bhushan Dr. Ambedkar', Kannada Fornightly, Bangalore;January 6, 1993;Upheld;Press and Defamation;AnnualReport1993
106. Complaint of Sh. S. C. Parasher, Secretary General, Indian Council of World Affairs, New Delhi against 'Patriot';January 6, 1993;Settled;Press and Defamation;AnnualReport1993
107. Complaint of Sh. Saran Prasad, Chairman, Town Area Committee Dayal Bagh, Agra against 'The Times of India' Lucknow edition;January 6, 1993;Upheld (Displeasure);Press and Defamation;AnnualReport1993
108.  Complaint of Sh. Rajinder Puri and Smt. Sushma Puri against Indian Express, New Delhi;January 6, 1993;Disposed with observation;Press and Defamation;AnnualReport1993
b. Complaint of Sh. Rajinder Puri and Smt. Sushma Puri against 'Nav Bharat Times', New Delhi;January 6, 1993;Disposed with observation;Press and Defamation;AnnualReport1993
c. Complaint of Sh. Rajinder Puri and Smt. Sushma Puri against Sunday Observer, New Delhi;January 6, 1993;Disposed with observation;Press and Defamation;AnnualReport1993
109. Complaint of Deputy General Manager, Indian Ordnance Factory Katni against Hindi Weekly 'Shram Sudha' Katni, M.P.;January 6, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
110. Complaint of Director, G. B. Pant Hospital, New Delhi against Chanakya Bureau, Delhi ;January 6, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
111. Complaint of Sh. C. J. Jaiswal against Dainik Sandesh, Baroda;March 31, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
112. Complaint of Sh. S.F.H. Naqvi, President Doordarshan News Professionals Association New Delhi, against The Times of India/Sh. Sunil Sethi, Column writer, New Delhi;March 31, 1993;Upheld (Disapproval);Press and Defamation;AnnualReport1993
121. Complaint of Sh. D. N. Bhatt, Regional Director, Forest Conser-vation, Agra against Brij Garima, Evening daily of Mathura;March 31, 1993;Upheld (warned);Press and Defamation;AnnualReport1993
122. Complaint of Sh. S. Ramakrishnan, the then I G Police, Pondicherry (Now Additional Commissioner of Police, New Delhi Range) against Dinamalar, Tamil daily, Pondicherry;March 31, 1993;Upheld (Disapprove);Press and Defamation;AnnualReport1993
123. Complaint of Sh. Mohinder Singh Chawla, Secretary, Gurudwara Singh Sabha, Kumardhubi, Dhan-bad against Awaz, Dhanbad;March 31, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
124. Complaint of Sh. Mohinder Singh Chawla, Secretary, Gurudwara Singh Sabha, Kumardhubi Dhanbad against Aaj, Dhanbad;March 31, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
125. Complaint of the Secretary, Matru Sewa Sangh, Nagpur against Tarun Bharat, Nagpur;March 31, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
b. Complaint of the Secretary, Matru Sewa Sangh, Nagpur against Nagpur Patrika, Nagpur;March 31, 1993;Contradiction directed;Press and Defamation;AnnualReport1993
126. Complaint of Sh. K. B. Sangappa, Head Constable, 56 Bellary District and Sh. K. Bheemappa, Head Con-stable, 23 Bellary District of Kar-nataka against Horaata, Karnataka;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
b. Complaint of Sh. K. B. Sangappa, Head Constable, 56 Bellary District and Sh. K Bheemappa, Head Con-stable, 23 Bellary District of Kar-nataka against Horaata, Karnataka;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
c. Complaint of Sh. K. B. Sangappa, Head Constable, 56 Bellary District and Sh. K Bheemappa, Head Constable, 23 Bellary District of Karnataka against Thungabhadra, Karnataka.;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
d. Complaint of Sh. K. B. Sangappa, Head Constable, 56 Bellary District and Sh. K Bheemappa, Head Constable, 23 Bellary District of Karnataka against Thungabhadra, Karnataka;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
127. Complaint of Sh. K. Natwar Singh against 'Sunday';March 31, 1993;Upheld (Censured);Press and Defamation;AnnualReport1993
128.Complaint of The President, Gondwana Samaj, Kanker, District Bastar, M.P. against Sumvat Shikher, MP.;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
b. Complaint of The President, Gondwana Samaj, Kanker, District Bastar, M.P. against Amrit Sandesh, MP.;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
c. Complaint of The President, Gondwana Samaj, Kanker, District Baster, M.P. against Sandesh, MP.;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
d. Complaint of The President, Gondwana Samaj, Kanker, District Bastar, M.P. against Deshbandhu, MP.;March 31, 1993;Rejected;Press and Defamation;AnnualReport1993
129. Complaint of the Office Manager of the Simbhaoli Sugar Mills Limited, Ghaziabad against Amar Ujala, Meerut;March 31, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
130. Complaint of Sh. S. S. Bisht, Manager, Garhwal Mandal Vikas Nigam Ltd., Garhwal against Chingari, Hindi daily of Bijnore, U.P.;March 31, 1993;Upheld (displeasure);Press and Defamation;AnnualReport1993
131. Complaint of Sh. D P Singh, Deputy Director, National Soil Con-servation (Agriculture) Directorate, Jhansi against Saptahik Swaran Dar-pan, Jhansi;March 31, 1993;Upheld (censured);Press and Defamation;AnnualReport1993
