Complaint;Date;Status;ComplaintType;Report_name
24. Complaint of Dr. M. S. Ummer, President, Anjuman Ittigagul Muslimeen Al-Alam, Mangalore against 'Vikasa Deepika', a Kannada monthly.;November 5,1990;A;Principles and Publication;AnnualReport1991
25. Complaint of Sh. D. D. Agarwal, General Secretary, Bharatiya Jana Sangh, Calcutta against 'The Telegraph', Calcutta issue dated 13.9.89.;November 5,1990;B;Principles and Publication;AnnualReport1991
26. Complaint of Sh. D. N. Saikia, Deputy Secretary to the Government of Assam against Press Trust of India.;November 5,1990;A;Principles and Publication;AnnualReport1991
27. Complaint of Smt. Sundari Mani, Vice-President, Consumers Protection Forum, Madras and also of Mr. Bimal Khemani against 'The Telegraph'.;November 5,1990;C;Principles and Publication;AnnualReport1991
28. Complaint of Smt. Sundari Mani, Vice-President, Consumers Protection Forum, Madras and also of Mr. Bimal Khemani against 'Sunmarg'.;November 5,1990;C;Principles and Publication;AnnualReport1991
29. Complaint of Sh. Ashok Kumar Khandwal against 'Indian Express', Chandigarh.;Jan 21,1991;D;Principles and Publication;AnnualReport1991
30. Complaint of Sh. Om Prakash Sahu against 'Vidrohi', Hindi weekly of Delhi.;Jan 21,1991;A;Principles and Publication;AnnualReport1991
31. Complaint of Sh. N. N. Mondal against 'The Statesman'.;Jan 21,1991;B;Principles and Publication;AnnualReport1991
32. Complaint of Sh. Meer Wajid Ali, Secretary, Wakf Committee against 'Dainik Swadesh', Bhopal.;March21,1991;A;Principles and Publication;AnnualReport1991
33. Complaint of Sh. D. D. Agarwal, General Secretary, Bharatiya Jana Sangh, Calcutta against 'The Telegraph', Calcutta issue dated 2.10.1989.;March21,1991;A;Principles and Publication;AnnualReport1991
34. Complaint of Sh. Ram Singh against Hindi weekly 'Chauthi Duniya';July 12, 1990;A;Press and Defamation;AnnualReport1991
35. Complaint of the Resident Secretary, Shri Gaur Brahmin Seva Samiti against 'Nyayatantra'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
36. Complaint of Sh. P. V. A. Narasiah against 'The Times of India';July 12, 1990;B;Press and Defamation;AnnualReport1991
37. Complaint of Sh. P. V. A. Narasiah against 'The Hindu'.;July 12, 1990;B;Press and Defamation;AnnualReport1991
38. Complaint of Smt. Shashi Doon, Programme Officer District I.C.D.S. cell Karnal against 'Nav Bharal Times'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
39. Complaint of Smt. Shashi Doon, Programme Officer ICDS Cell, Sonepat against 'Jansatta' issue dated March 21, 1988;July 12, 1990;A;Press and Defamation;AnnualReport1991
40. Complaint of Sh. Narinder Singh Kohli against 'Punjabi Tribune', Chandigarh;July 12, 1990;C;Press and Defamation;AnnualReport1991
41. Complaint of Shri K. S. Nain Dy. Excise and Taxation Commissioner against 'Punjab Kesari'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
42. Complaint of Sh. Sanjeev Garg, Convenor, Doordarshan Gyandeep Mandal against 'High Blast', Jagadhari, Haryana.;July 12, 1990;A;Press and Defamation;AnnualReport1991
43. Complaint of Zonal Forest Officer, Hoshangabad against 'Nav Bharat Times', Bhopal.;July 12, 1990;A;Press and Defamation;AnnualReport1991
44. Complaint of Sh. Ruby Guha Mazumdar against The Telegraph' issue dated 7.4.88;July 12, 1990;C;Press and Defamation;AnnualReport1991
45. Complaint of Sh. Ruby Guha, Mazumdar against The Telegraph' issue dated 25.4.89, Calcutta.;July 12, 1990;C;Press and Defamation;AnnualReport1991
46. Complaint of Sh. S. K. Vashistha against 'Sputnik'.;July 12, 1990;C;Press and Defamation;AnnualReport1991
47. Complaint of Sh. G. C. Mahto, Principal Kamala Nehru Mahavidhalya, Tatisilwai, Ranchi against 'Prabhat Khahar'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
48. Complaint of Sh. R. D. Singh, Advocate against 'Aaj' Dhanbad.;July 12, 1990;A;Press and Defamation;AnnualReport1991
49. Complaint of Sh. J. C. Nigam against 'Dainik Savika'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
50. Complaint of Sh. W. Rahman against Doon Darpan.;July 12, 1990;A;Press and Defamation;AnnualReport1991
51. Complaint of Divisional Manager, Syndicate Bank, Agra against 'Rang.Biranga Bharat'.;July 12, 1990;B;Press and Defamation;AnnualReport1991
52. Complaint of Sh. Ram Kumar Srivas against 'Madhya Yug'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
53. Complaint of Sh. Jitendra Kumar Gupta against 'Shahpur Bulletin'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
54. Complaint of Sh. Vijayendra Kumar Sharma against 'Dainik Royal Bulletin'.;July 12, 1990;A;Press and Defamation;AnnualReport1991
55. Complaint of Sh. K. K. Prasad against 'Nav Bharat Times', Patna.;July 12, 1990;D;Press and Defamation;AnnualReport1991
56. Complaint of Sh. Krishna Kumar Prasad, Managing Director, Bihar Warehousing Corporation against 'The Hindustan Times', Patna edition.;July 12, 1990;D;Press and Defamation;AnnualReport1991
57. Complaint of the Director I&RD U.P. against 'Super Blaze'.;July 12, 1990;B;Press and Defamation;AnnualReport1991
58. Complaint of Dr. Gulshan against 'Korba Sande';July 12,1990;A;Press and Defamation;AnnualReport1991
59. Complaint of Ms. Komal G. B. Singh, against 'Mid-Day'.;July 12,1990;A;Press and Defamation;AnnualReport1991
60. Complaint of Sh. P. N. Singh, Publisher, 'Vanachal Express' Ranchi against Prabhat Khabar.;November  5, 1990;B;Press and Defamation;AnnualReport1991
61. Complaint of Sh. Hanuman Prabhakar, Minister of Irrigation Cooperative, Labour Employment and AD Govt. of Rajasthan against 'Gulabi Current';November  5, 1990;D;Press and Defamation;AnnualReport1991
62. Complaint of Sh. Suresh Kumar Kuhan, Press Reporter of Puri against the Samaj.;November  5, 1990;D;Press and Defamation;AnnualReport1991
63. Complaint of Sh. Suresh Kumar Kuhan, Press Reporter of Puri against Mathrubhumi Daily.;November  5, 1990;D;Press and Defamation;AnnualReport1991
64. Complaint of Sh. D. K. Samarasiahan MLA, Andhra Pradesh against Udayam published from Hyderabad.;November  5, 1990;D;Press and Defamation;AnnualReport1991
65. Complaint of Sh. C. Mothiram, IPS, Superintendent of Police, Madikeri against Editor, 'Gandinada Sanchari' Kannada Weekly Karnataka.;November  5, 1990;B;Press and Defamation;AnnualReport1991
66. Complaint of Sh. Surinder Kumar Puri C/o Dharamshala, Distt. Kangra, H.P. against 'Jansatta.';November  5, 1990;C;Press and Defamation;AnnualReport1991
67. Complaint of Sh. Vijay Mohan Nautiyal against 'Amar Ujala', Meerut.;November  5, 1990;B;Press and Defamation;AnnualReport1991
68. Complaint of the Secretary, Goods Transport Association, Korba, Madhya Pradesh against 'Chhatisgarh Gaurav', Chhatisgarh.;November  5, 1990;D;Press and Defamation;AnnualReport1991
69. Complaint of Organising Secretary, Monghyr Kshetriya Gramin Bank Employees Congress, Bihar against 'Nav Bharat Times', Patna.;November  5, 1990;B;Press and Defamation;AnnualReport1991
70. Complaint of Sh. Har Dev Singh, Senior Advocate, Supreme Court of India against 'The Hindustan Times', New Delhi;November 5,1990;C;Press and Defamation;AnnualReport1991
71. Complaint of Sh. K. S. Lochab against 'Diler Samachar', Delhi.;November 5,1990;C;Press and Defamation;AnnualReport1991
72. Complaint of Sh. Mohan Singh Barmah, Legal Adviser, NIC Finance India Ltd., Amritsar against Chief Editor, 'Sarab Shakti Samachar' Faridkot (Pb.);November 5,1990;D;Press and Defamation;AnnualReport1991
73. Complaint of the Founder Secretary, Ladies Association, Bangalore against Editor, 'Halli Inda Dillige', Kannada monthly.;November 5,1990;D;Press and Defamation;AnnualReport1991
74. Complaint of Sh. P. S. Zaheer Ahmed Jamali against 'Nai Duniya', Delhi.;November 5,1990;B;Press and Defamation;AnnualReport1991
75. Complaint of Sh. Pawan Bansal, Ex-MP (Rajya Sabha) against 'Surya India'.;November 5,1990;A;Press and Defamation;AnnualReport1991
76. Complaint of Sq. Leader Lakshman Singh, Ex-Minister of State Government of Rajasthan against 'Chauthi Duniya' Hindi weekly of Delhi.;November 5,1990;A;Press and Defamation;AnnualReport1991
77. Complaint of Ch. Ajmat Khan, Ex-Minister, Animal Husbandry Haryana against Editor, 'Dainik Mewat', Gurgaon.;November 5,1990;A;Press and Defamation;AnnualReport1991
78. Complaint of Sh. Krishna Dev Pandey, Journalist regarding threats from the police and the editor, 'Dainik Jagran', Gorakhpur, U.P.;November 5,1990;B;Press and Defamation;AnnualReport1991
79. Complaint of Sh. Ahmed Patel against 'Organiser', New Delhi.;November 5,1990;A;Press and Defamation;AnnualReport1991
80. Complaint of Mohd. Hussain Shah, President, The Mysore Family Fateha Fund against 'Times of India'.;November 5,1990;B;Press and Defamation;AnnualReport1991
81. Complaint of Sh. P. K. Rastogi, Manager Syndicate Bank, Hapur against 'Jansatta'.;November 5,1990;C;Press and Defamation;AnnualReport1991
82. Complaint of Sh. Prem Kumar against 'Rajasthan Patrika'.;November 5,1990;B;Press and Defamation;AnnualReport1991
83. Complaint of Sh. Arvind Joshi, President, NSUI (1) Pilibanga (Raja.) against 'Pilibanga Kesari.;November 5,1990;D;Press and Defamation;AnnualReport1991
84. Complaint of Sh. S. Ramaswamy, General Manager, Ordinance Clothing Factory, Shahjahanpur against Navjeevan, Lucknow.;November 5,1990;A;Press and Defamation;AnnualReport1991
85. Complaint of Sh. S. Ramaswamy, General Manager, Ordinance Clothing Factory, Shahjahanpur against 'Jan Viswas' Pilibhit.;November 5,1990;A;Press and Defamation;AnnualReport1991
86. Complaint of Sh. Darshan Singh, Bhilai against 'Amar Kiran', Durg.;November 5,1990;A;Press and Defamation;AnnualReport1991
87. Complaint of Sh. Vasant Sathe, M.P, against 'The Independent', Bombay;January 21, 1991;A;Press and Defamation;AnnualReport1991
88. Complaint of Sh. O. P. Sahni, Prop. Abba Auditorium against 'Diler Samachar'.;January 21, 1991;A;Press and Defamation;AnnualReport1991
89. Complaint of M/s Vayudoot Ltd., New Delhi against 'Mid-Day' for publishing an article in its issue dated March 31, 1989.;January 21, 1991;A;Press and Defamation;AnnualReport1991
90. Complaint of the Managing Director (M/s. Vayudoot Ltd.) against 'Mid-Day' issue dated March 31, 1989.;January 21, 1991;A;Press and Defamation;AnnualReport1991
91. Complaint of the Secretary, Student Nurses Sangh, Meerut against 'Nav Bharat Times'.;January 21, 1991;C;Press and Defamation;AnnualReport1991
92. Complaint of Sh. M. Gopalkrishnan, Reliance Industries Ltd. against 'Mid-Day'.;January 21, 1991;C;Press and Defamation;AnnualReport1991
93. Complaint of Sh. Sukhdev Singh against 'Dainik Tribune'.;January 21, 1991;C;Press and Defamation;AnnualReport1991
94. Complaint of Sh. Dharamvir Singh, Ruchi against 'Newspost Weekly'.;January 21, 1991;A;Press and Defamation;AnnualReport1991
95. Complaint of Sh. Harish Uppal against Ananda Bazar Patrika, Economic Times, The Statesman, Blitz, The Telegraph, Business Standard, Prabhat Khabar and The Week.;January 21, 1991;B;Press and Defamation;AnnualReport1991
96. Complaint of Lt. Col. G. R. Rao, CO. 13 UP Girls' Bn. NCC., Ghaziabad against the Editor, 'RB Times'.;January 21, 1991;A;Press and Defamation;AnnualReport1991
97. Complaint of Sh. R. P. Dube, Leader, Staff Council, Office of the Chief Controller of Import and Export, New Delhi against the Editor, 'Civic Forum', Delhi;January 21, 1991;C;Press and Defamation;AnnualReport1991
98. Complaint of Sh. D. N. Rattanpaul, Manager N.T.C. (DP&R) Ltd. Beawar against Daily 'Veer Rajasthan', Beawar.;January 21, 1991;C;Press and Defamation;AnnualReport1991
99. Complaint of Sh. Dashrath Daji Temburnikar against 'Amgaon Times', Tah, Amgaon, District Bhandara, Maharashtra issue dated 23.3.90 and 30.3.1990.;January 21, 1991;D;Press and Defamation;AnnualReport1991
100. Complaint of Sh. Datta Padma Swami against 'Loksatta', a Marathi Daily of Bombay.;January 21, 1991;C;Press and Defamation;AnnualReport1991
101. Complaint of Sh. Santosh Singh, Medical Officer, Govt. Ayurvedic Hospital, Muni Ki Heti, Tehri Gharwal against 'Amar Ujala', Meerut.;January 21, 1991;C;Press and Defamation;AnnualReport1991
102. Complaint of Sh. Ganesh Kumar Mishra, General Secretary, Bihar Working Journalists Union, Dhanbad against 'Awaj'.;January 21, 1991;C;Press and Defamation;AnnualReport1991
103. Complaint of Sh. Tabarakullah Khan, Advocate against 'Amar Ujala', Moradabad.;January 21, 1991;B;Press and Defamation;AnnualReport1991
104. Complaint of Publisher, Kumudam against the Editor, 'Murasoli', Madras.;March 20,1991;A;Press and Defamation;AnnualReport1991
105. Complaint of Sh. Arun Prasad, IAS against 'The Hindustan Times', Patna edition.;March 20,1991;A;Press and Defamation;AnnualReport1991
106. Complaint of Dr. S. G. Rajaratnam, Chairman, Oslers Pharma Limited, Coimbatore against 'The Times of India', ND.;March 20,1991;D;Press and Defamation;AnnualReport1991
107. Complaint of the Principal, St. Joseph's College, Tiruchirapalli against 'Nakkeeran Weekly', Madras along with enclosures.;March 20,1991;B;Press and Defamation;AnnualReport1991
108. Complaint of Dr. Balwinder Singh against 'Prashant Jyoti', Sriganganagar.;March 20,1991;D;Press and Defamation;AnnualReport1991
109. Complaint of Smt. Amarvati through her advocate Sh. Radhey Shyam against 'Aman Sandesh', Weekly Sheikhpur, Badaun.;March 20,1991;A;Press and Defamation;AnnualReport1991
110. Complaint of Sh. S. N. Chatterjee, Director, Information and Publicity, Delhi Admn., Delhi against 'Delhi Ke Sholey', Hindi Weekly, Delhi.;March 20,1991;C;Press and Defamation;AnnualReport1991
111. Complaint of Dr. (Mrs.) Bina Chaudhary against 'Desh Ki Dharti', Sawai Madhopur, Rajasthan.;March 20,1991;A;Press and Defamation;AnnualReport1991
112. Complaint of Sh. Bhupinder Singh, Reader, Punjabi University, Patiala against 'The Tribune', Chandigarh;March 20,1991;A;Press and Defamation;AnnualReport1991
113. Complaint of Sh. D. D. Agarwal against 'The Telegraph', Calcutta.;July 12,1990;B;Press and Morality;AnnualReport1991
