Person;Affiliation;PrimaryKey
Shri Surinder Pal;and other Advocates;4719
Shri Surinder Pal;and other Advocates;4720
Editor; Lok Sewa;4720
Editor; Star of Mysore;4727
Shri Yogendra Kumar; an ex-MLA and the Candidate for the Legislative Assembly;4729
Shri Yogendra Kumar; an ex-MLA and the Candidate for the Legislative Assembly;4730
Editor; Dainik Jagran;4730
Editor; Frontline;4731
Shri R. Bhardwaj; Chief Commissioner of Income Tax;4732
Editor; The Telegraph;4732
Shri R. Bhardwaj; Chief Commissioner of Income Таx;4733
Editor; The Indian Express;4733
Shri R. Bhardwaj; Chief Commissioner of Income Tах;4734
Editor; Yahoo India News Beta;4734
Editor; Police News;4735
Joint Director of Information; Commissionerate of Information;4737
Editor; Gujarat Samachar;4737
Joint Director of Information; Commissionerate Information;4738
Editor; the Gujarat Samachar;4738
Joint Director of Information; Commissionerate of Information;4739
Editor; Gujarat Ahmedabad Samachar;4739
Dr. Ajay Bhagoliwal; GSVM Medical College;4740
Editor; The Times of India;4740
Shri Harjit Inder Singh Grewal; IAS;4741
Editor; The Times of India;4741
Dr. P.B. Amolik; Hon. Secretary The Bombay Diocesan Trust Association Private Limited;4742
Editor; The Times of India;4742
Shri V.B. Kittali; Additional Superintendent of Police;4743
Editor; Lankesh Patrike;4743
Editor; Lankesh Patrike;4744
Shri M.V. Suryavanshi; Circle Inspector of Police;4746
Dr. Richard S. Gnanakan; Executive Director ACTS Ministeries;4747
Editor; Deepika daily;4748
Editor; Red Arrow;4749
Editor; Inquilab-e-Deccan;4751
Shri M. Subramanya Vaidya; District Health Education Officer (Retd.);4752
Shri H.S. Shivashankar; of Karnataka Council;4753
S/Shri Ashok Rath;Managing Das Partners AKJK Enterprise;4755
Kumar Jayanta Kumar;Managing Das Partners AKJK Enterprise;4755
Editor; Amar Ujala;4756
Editor; Rashtriya Sahara;4757
Dr. Yaduvir Singh; Associate Professor Thapar University;4758
Editor; The Times of India;4758
Shri Jaleel Khan; Publisher/Editor Voice of Minorities;4759
Shri Goutam Buddha Das; Sub-Editor-cum-Staff Reporter The Samaj;4760
Editor; Utkal Mail;4760
Shri Arvind Mishra; Senior General Manager (C/A) Indian Metals & Ferro Alloys Ltd.;4761
Dr. Yogesh Kumar Pandey; Lecturer Gurukul Kangri Vishwavidyalaya;4762
Editor; The Hindustan Times;4762
Shri Sandeep Sobti; Managing Director M/s Laggar Industries Ltd.;4763
The Editor; Outlook;4763
Shri A.K. Prasad; Admn. Ordnance Factory;4764
Joint General Manager; Admn. Ordnance Factory;4764
Editor; Nagar Ki Samasya;4764
Editor; Rashtriya Sahara;4766
Shri Kamal Prakash; Divisional Engineer BSNL;4767
Dainik the Editor; Bhaskar;4767
Shri Kamal Prakash; Divisional Engineer BSNL;4768
Editor; Patrika;4768
Shri Kamal Divisional Prakash; Engineer BSNL;4769
Editor; Rajasthan Jaipur Rajasthan Patrika;4770
Smt. Anu Gupta; M/s Computer Job Work;4771
Editor; Dainik Bhaskar;4771
Shri Ramesh H. Shinde; Maharashtra State Spokesperson Hindu Janjagruti Samiti;4772
Editor; Indian Express;4772
Editor; Mumbai Mirror;4773
Editor; Dainik Everywhere;4774
Joint Director & Superintendent; Medical College Hospital;4777
Dr. Mufeez Rehman; Rehman Clinic;4778
Shri Jagdish Chandra; Divisional Forest Officer;4779
Editor; Dainik Chambal Vani;4779
Shri Satyanarayan Dudani; Ex-State Minister Government of Bihar;4780
Shri S. Gopakumaran Nair; Chairman Bar Council of India;4781
Editor; The Hindustan Times;4781
Dr. Ashwini Dalmiya; Hony. Secretary Delhi Medical Association;4782
Editor; The Hindustan Times;4782
Shri P.C. Shrivastava; Advocate Supreme New Court of India;4783
Shri P.C. Shrivastava; Advocate Supreme Court;4784
Shri P.C. Shrivastava; Advocate Supreme Court;4785
Editor; Times of India;4785
Shri P.C. Shrivastava; Supreme Court;4786
Editor; Hindustan The Times;4786
Shri P.C. Shrivastava; Advocate Supreme Court of India;4787
Editor; The Indian Express;4787
Editor; Bahujan Express;4788
Editor; Dainik Jagran;4789
Ms. Manju Wadwalkar; Public Relations Officer PGIMER;4790
Editor; Rajasthan Patrika;4791
Shri B.R. Wakchoure; Executive Officer Shree Saibaba Sansthan;4792
Editor; Om Sainath Times;4792
Shri Navdeep Singh Virk; IPS;4793
Editor; Dainik Punjab;4793
Shri Surinder Puri; President Public Grievance and Welfare Society;4794
Editor; Rashtra Hindustan Times;4794
Editor; Dainik Jagran;4795
Editor; Dainik Jagran;4796
Editor; Dainik Jagran;4797
Editor; Jagrukta Ke Prateek;4798
Smt. Rupen Devi; Dealer Fair Price Shop;4799
Editor; Vidhan Bijnor;4799
Shri Samir  Ahmed Minto; Nazibabad;4800
Ms. N. Gayathri N.; Sub-Registrar;4803
Shri S. Bhalerao; IAS;4804
Editor; Deccan Chronicle;4804
Editor; Vijay News;4805
Shri Sunil Kumar Dwivedi; Allahabad University;4806
Editor; Dainik Jagran;4806
Regional Assistant Manager; U.P. State Transport Corporation;4807
Editor; News Channel No. 1;4807
Shri Harsh Bhal; Additional Director General (M&C) Spokesman Central Bureau of Investigation;4810
Editor; The Times of India;4810
Editor; Lahar Chakra;4811
Shri G.B. Umesh; Sub Inspector of Police;4814
Shri P.H. Abdul Gaffar Maulvi; former Chairman Kerala State Wakf Boad;4815
Editor; Thekkan Vartha Daily;4815
Shri P. Gopinath Panicker; Managing Partner Hospital;4816
Editor; Mangalam Daily;4816
Dr. Dropti Jatariya; GSVMMC Matèrnity Hospital;4817
Chief Medical Superintendent; GSVMMC Matèrnity Hospital;4817
Editor; The Times of India;4817
Editor; Jansatta Express;4818
Editor; Jansatta Express;4819
Editor; Deccan Chronicle;4825
Editor; Rashtriya Mahanagar;4826
Editor; Rajasthan Patrika;4827
Shri K. Prem Kumar; Superintendent of Police (U/S);4828
Editor; Dinamalar;4828
Dr. Vikas Chhabra; Secretary Suratgarh Gurukul Sansthan;4829
Editor; Highline;4829
Editor; Dainik Hindustan;4830
Editor; Dainik Hindustan;4831
Shri Sudhir Kumar; Sitamarhi the Bihar;4832
Editor; Dainik Jagran;4832
Editor; Thanvi Muzaffarnagar Times;4834
Shri Prashant Kumar Gautam; Divisional Incharge Bahujan Samaj Party;4835
Editor; Dainik Hindustan;4835
Editor; Naya Kya Hai;4836
Editor; Purkaji Bulletin;4837
Shri K.N. Gupta; Project Coordinator Community Development Project Unit;4839
Editor; Dainik Bhaskar;4839
Shri Srikant Prasad; Chief Engineer Western Electricity Distribution Corporation Ltd.;4840
Editor; Klitez Weekly;4840
Editor; Harna Express Weekly;4841
Shri Amithabh Dillon; IPS;4842
Editor; Dainik Jagran;4842
Editor; Mirror;4843
S/Shri Satinder; Advocates;4844
Kadian;Sandeep Advocates;4844
Kadian; Advocates;4844
Editor; Mirror;4845
Editor; Mirror;4846
Editor; The Times of India;4848
Editor; Metro Now;4849
Shri K.V. Haridas; State President Mannam Yuvajanavedi;4850
Shri B.V. Katti; President Akhila Bharata Veerashaiva Mahasabha;4851
Editor; New Indian Express;4851
Editor; The Hindustan Times;4852
Shri Abdul Rab; President Milli Social Multi Purpose Society (forum);4854
Abdul Rauf; President Milli Social Multi Purpose Society (forum);4854
Editor; Asomiya Pratidin;4855
Editor; The Times of India;4856
Shri Harish R. Gupta; Vadodara through his Advocate;4858
Shri Dinesh Dhruv; President Bandhuva Mukti Morcha;4859
Editor; Alwar Bhaskar;4859
Shri Ratender Singh Choudhary; Former Secretary of Agriculture Product Market Committee;4860
Editor; Alwar Bhaskar;4860
General Manager; Tele-communication Department;4861
Editor; Dainik Bhaskar;4861
Additional Collector;(Admn.) Chittorgarh and Shri Sanvalia Ji Mandir Mandal;4863
Chief Executive Officer; Shri Sanvalia Ji Mandir Mandal;4863
Additional Collector;(Admn.) Chittorgarh and Shri Sanvalia Ji Mandir Mandal;4864
Chief Executive Officer; Shri Sanvalia Ji Mandir Mandal;4864
Shri Kushal Chand Bader; Hon. Secretary Shri S.S. Jain Subodh Shiksha Samiti;4865
Shri Mirchu Mal Israni; Proprietor Suresh Electronics;4866
Sandhya Dainik; Prasanna Times;4866
Shri Subhash Sharma; Officiating Divisional Engineer (Planning);4867
Shri Jai Singh Yadav; RSRTC;4868
Booking Clerk; RSRTC;4868
Editor; Weekly;4868
Editor; Rashtra Doot;4869
Editor; The Times of India;4870
Shri Narendra Singh M. Jadeja; Trustees Din Dayal Development and Charitable Trust;4871
Shri Arunbhai M. Vachharajani; Trustees Din Dayal Development and Charitable Trust;4871
Shri Kirit Patel;of Krishan Printers and Packagers;4872
Editor; Gujarat Samachar;4872
Editor; The Times of India;4873
Shri Falgunbhai Chimanbhai Patel; Editor Sandesh;4874
Dr. Shrinath Prasad; Hony. Secretary Indian Red Cross Society;4875
Shri Madan Sharma; Journalist Hindustan;4875
Shri R.N. Ghatak; Public Relations Officer Bihar Public Service Commission;4876
Shri C.K. Anil; Joint Secretary Planning and Development Department;4877
Dr. (Prof.; Prof. and Head of the Orthopaedic Department;4879
D.K. Srivastava; Prof. and Head of the Orthopaedic Department;4879
Director; Directorate of Satistics and Evaluation;4880
Shri Yashodanand Singh; Member Bihar Legislative Council;4881
Shri Yashodanand Singh; Member Bihar Legislative Council;4882
Shri Yashodanand Singh; Member Bihar Legislative Council;4883
Shri Yashodanand Singh; Member Bihar Legislative Council;4884
Dr. S. Banerjee; Clinilab;4888
Smt. Champa Biswas; IAS;4889
Shri B.B. Biswas; IAS;4889
Shri J. Chakraborty; Pnanta Sanghachalak;4890
Shri B.L. Garh; DGM-in-Charge Planning and Development UCO Bank;4891
Dr. Sudip Chatterjee; Partner Park Nursing Home;4892
Shri Biman Basu; Member Central Committee;4893
President/General Secretary; Liberation Association for Movement of People;4894
Dr. B.P. Saha; Director Maulana Abul Kalam Azad Institute of Asian Studies;4895
Member; MACT;4896
Shri Susanta Sengupta; Secretary All India Forward Block;4898
Shri Pradeep Suman; correspondent Dainik Hindustan;4898
Director; Gautam Plywood Limited;4899
Director; Gautam Plywood Limited;4900
Shri P.P. Athalye; Associate Corporate Manager Electronic Enterprises (India) Pvt. Ltd.;4901
Sh. M.B. Rana; Publisher;4901
Shri B.M. Rana; Editor/Publisher Haryana Tribune;4902
Shri B.M. Rana; Editor/Publisher Haryana Tribune;4903
The Director; ACME Machinery Company Pvt. Ltd.;4905
Shri M.B. Rana; Editor of Lala Samachar;4905
The Director; ACME Machinery Company Pvt. Ltd.;4906
Shri M.B. Rana; Editor of Lok Sewa;4906
The Director; ACME Machinery Company Pvt. Ltd.;4907
Shri M.B. Rana; Editor of Rana Express;4907
The Director; ACME Machinery Company Pvt. Ltd.;4908
Shri M.B. Rana; Editor of Rajdhani Tribune;4908
The Director; ACME Machinery Company Pvt. Ltd.;4909
Shri M.B. Rana; Editor of Haryana Tribune;4909
Shri Rakesh Nagpal; OSD to the Government of N.C.T. of Delhi;4911
Chief Minister;of Government of N.C.T. of Delhi;4911
Chief Editor; Crime and Justice Times;4911
Shri K. Rami Reddy; Secretary East Godavari District Consumers' Aid Advice and Welfare Society;4913
Sr. Superintendent; Central Prison;4914
Dr. Andrew Hartwich; NGO;4915
Dr. Andrew Hartwich; NGO;4916
Dr. Andrew Hartwich; NGO;4917
Shri K Ramachandran; RNI New Delhi;4919
Assistant Press Registrar; RNI New Delhi;4919
Dr. Nagen Saikia; President Assam Sahitya Sabha;4920
Shri S.K. Chakraborty; Director Information Cultural Affairs & Tourism Government of Tripura;4921
Lieut A. Swaminathan; Freedom Fighter;4923
Dr. Majid Hussain; Editor Urdu Action;4925
Sabir Ali; Editor Dankaur Ki Jhalak;4927
Shri Asif Kamaal; Corres-pondent;4928
Shri Ajit Goyal; General Secretary Kashipur Journalist Association;4929
Dr. Iniyan Elango; Chief Physician Man and Women Clinic;4930
Dr. R.S. Sridhar; Chief Physician Man and Women Clinic;4930
Shri Prakash M. Patel; Reporter Sakal;4931
Shri Deepak Chandrakan Patodkar; Workder Bhrushtachar Virodhi Jan Andolan Samiti;4932
Deputy General Manager (Administration); Ayudh Nirman Board;4934
President; NIMT;4935
Shri Rustam Ansari; Organiser Association of Grassroot Group;4936
The Editor; Dainik Awaz;4936
Dr. S.B. Singh; Vice-Chancellor G.B. Pant Agriculture and Research University;4937
Shri G.C. Upreti; District President State Employees Union;4940
Shri Pan Singh Negi; President Hilly Teachers Employees Union;4940
Shri G.C. Upreti; District President State Employees Union;4941
Shri Pan Singh Negi; President Hilly Teachers Employees Union;4941
Shri G.C. Upreti; District President State Employees Union;4942
Shri Pan Singh Negi; President Hilly Teachers Employees Union;4942
Shri G.C. Upreti; District President State Employees Union;4943
Shri Pan Singh Negi; President Hilly Teachers Employees Union;4943
Shri G.C. Upreti; District President State Employees Union;4944
Shri Pan Singh Negi; President Hilly Teachers employees Union;4944
Shri G.C. Upreti; District President State Employees Union;4945
Shri Pan Singh Negi; President Hilly Teachers employees Union;4945
Smt. Memwati Devi; Staff Nurse District Hospital;4946
Shri Bhagirath Lal Chaudhary; Chairman Municipal Committee;4947
Editor; Khulase Ka Khulasa;4947
Shri Vinod Kumar Chopra; G.M. (Const.)-cum-Chief Engineer U.P. Samaj Kalyan Nigam Ltd.;4948
Shri Banshidhar Singh; IFS;4950
Mr. Mukesh Sarda; Trustee Neo-Sanyas Foundation Trust;4951
Editor; The Indian Express;4951
Dr. S.B. Mukhi; President Inquilab Party of India;4953
President; Indian Medical Association;4955
Kumari Sushma Sharma; President Student Nursing Union;4957
Editor; State Times;4957
Dr. (Ms.) Ranjit Pawar; District Food and supplies Controller;4959
Shri Y C Bhardwaj; HCS;4960
Convenor; Legal Cell;4961
Ch. Satya Narayan; Vice Chairman Gandhi Co-operative Urban Bank;4962
Medical Officer; Government Homeo Dispensary;4963
Medical Officer; Government Homeo Dispensary;4964
Medical Officer; Government Homeo Dispensary;4965
Medical Officer; Government Homeo Dispensary;4966
Medical Officer; Government Homeo Dispensary;4967
Editor; Hindu;4968
Shri T. Damu; Vice-President Tata Tea Limited;4969
Shri S.K. Krishankutty; Reporter The Thaniniram Daily;4969
Dr. Raphael T. Paul; Arogyalayam Hospital;4971
Dr. Raphael T. Paul; Arogayalayam Hospital;4972
Shri Kailash Chandra Guru; Inspector of Schools;4976
Shri Kailash Chandra Guru; Inspector of Schools;4977
Shri D.J. Samuel; Sr. Executive Blood Bank Ispat General Hospital;4978
Shri Tapan Kumar Roy; Secretary Balasore Division Estate Development and Plantation Co-operative Society;4980
Shri D.N. Sharma; General Secretary Kalahandi Consumers Welfare Organisation;4981
Shri S.B. Mehta; Managing Partner Hotel Marina New Delhi;4985
Editor; Asian Age;4985
Dr. Jayanta Rongpi; Member of Parliament;4992
Dr. Jayanta Rongpi; Member of Parliament;4993
Shri Atul Dutta Bhuyan; ACS;4995
Shri P.G. Baruah; Senior Advocate;4997
Dr. Kamala Kalita; Minister Health and Family Welfare;4998
Editor; Tinidinia Agradoot;4998
Dr. Kamala Kalita; Minister Health and Family Welfare;4999
Dr. (Smt.) Sreelekha Roy; Executive Secretary Voluntary Health Association of Tripura;5000
Shri S.K. Chakraborty; Director Information Cultural Affairs & Tourism Government of Tripura;5001
Dr. Raphael T. Paul; Arogyalayam Hospital;5006
Shri K.N. Changappa; Chairman High Range Wild Life and Environment Reservation;5007
Thaniniram; Malayalam Daily;5007
Director; Westfort Hospital;5008
Shri Lokeshwar; Town Police Station;5012
Sub-Inspector; Town Police Station;5012
Shri S. Ramakrishna; Superintendent of Police;5013
Dr. Smt.H.B. Lingamma; Director ESIS Medical Service;5015
The Editor; Star of Bangalore;5015
Shri N. Prabhakarappa; Deputy Secretary Malnad Area Development Board;5016
Shri V. Thimappa; Sub Inspector of Excise;5017
Miss Shashi Kiran; Student Department of Electricals and Electronics;5018
E. Namma Kannada Nadu; Kannada Daily;5018
Miss Shashi Kiran; Student Department of Electricals and Electronics;5019
Dr. P. Flex; Director Regional Institute of English South India;5020
Shri Ravi Parmer; IAS;5022
Shri Vyasji; Bihar Education Project Council;5026
State Project Director; Bihar Education Project Council;5026
Shri G.P. Singh; Senior Divisional Engineer;5030
Shri Harvinder Singh; Executive Editor Bihar Ka Deepak;5031
Ms. Asha Devi; Secretary Dhanbad District Janata Dal (United);5032
Shri Saurabh Garg; IAS;5033
Shri Subhendu Bose; Vanguard Engineering Works;5034
Editor-in-Chief; The Asian Age;5034
Shri A. Jagannadha Raju; Convenor Ist Level Coordination Committee;5036
Dr. B.P. Sharma; Senior Supervisor O/o G.M. Telecom;5039
Editor; Dainik Jagran;5039
Deputy Director; Animal Husbandry Department;5040
Shri P.K. Jain; Radhika Theatres;5041
Editor; The Punjab Monitor;5042
Shri S.P. S. Ahlawat; Director Central Agricultural Research Institute;5043
Editor; Dweepon Ki Awaz;5043
Smt. Madhu Jaju; Chairperson City Council;5044
Shri B.D. Joshi; Bal Rashmi Society;5045
Shri B.D. Joshi; Bal Rashmi Society;5046
Dr. H. Majid Hussain; Chief Editor Urdu Action;5048
Shri Vishal; Deputy Accountant General (Admn.);5049
Assistant Narcotics Commissioner; Central Bureau of Narcotics;5050
Shri Subhash Mandge; General Manager Indore Dugdh Sangh Sahakari;5052
Shri Narendra Nahta; Minister Commerce and Industry and Information;5053
Yuva; Hindustan Times;5054
Shri Bhau Sule; President Phal Phool & Bhajipala Seller & Hawker Workers Organisation;5056
Ms. Nandini Oza; Narmada Bachao Andolan;5059
Shri Achyut Chaitnya Das; President ISCON;5060
Pratap Darpan; Gujarati Daily;5060
Shri Mahendra Bhai Trivedi; Minister for Youth Cultural & Sports Government of Gujarat;5061
Editor; Gujarat Samachar;5061
Shri P.P. Agja; IPS;5062
Editor; Police Mitra;5062
Shri Chandra Prakash Arya; Assistant Manager State Bank of India;5063
Shri Anoop Kumar; Telecom District Manager;5065
Shri Ramesh Chandra Jogid; Manager New Bharat Yatra Company;5066
Shri J.S. Samraj; Director Central Soil and Water Conservation Research and Training Institute;5069
Shri Brijesh Kumar Gupta; Proprietor B.S. Service Station;5070
Pathyakram; Allahabad University;5071
Satat Shiksha Sansthan; Allahabad University;5071
Deputy General Manager; Admn. & Human Resource Development;5072
Shri Jairam Singh; Factory Manager Kanonia Chemical and Industries Limited;5073
Shri Vijay Kumar Bhargava; Divisional Manager North Eastern Railway;5074
Shri M.M. Shukla; Organiser Uttarakhand Vikas Party;5075
Bureau Chief; Rashtriya Sahara;5076
Shri Rakesh Pratap Singh; MLA;5078
Shri Sudhir Kumar Goyal; President The Grain;5079
Shri Devender Kumar Aggarwal; Managing Director Kashi Vishwanath Steels Ltd.;5081
Shri Girija Shankar Panda; OES;5082
